ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0043414,macromolecule methylation,56/1130,348/18903,1.06079837825076e-11,1.38391183022065e-09,1.24881470532053e-09,MEN1/PRMT5/OGT/RRP8/PRMT3/EEF1AKMT4/GSPT1/WT1/FBL/DNMT1/NOP2/CLNS1A/WDR4/SNRPD2/ETF1/NSUN2/RLF/TARBP1/PWP1/WTAP/TRMT5/SETMAR/MRM1/BCOR/THADA/TRMT10C/CAMKMT/CARM1/FTSJ3/TRMT44/TRMT2A/FAM98A/NSUN6/TFB1M/EMG1/GTPBP3/NSUN4/PRMT6/NSUN5/TGS1/PRMT1/WDR77/NTMT1/TFB2M/MRM3/METTL5/PRMT7/TRMT1/MIS18A/MTRR/FTSJ1/TRMT6/DIMT1/MTO1/KDM3A/PAXBP1,56
BP,GO:0000466,maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),14/1130,25/18903,1.64836731535885e-11,2.09386027137821e-09,1.88945815815926e-09,PES1/URB1/UTP20/RPP40/NOP14/BOP1/RRS1/NOL9/NOP9/FTSJ3/WDR12/ABT1/RCL1/FCF1,14
BP,GO:0140694,non-membrane-bounded organelle assembly,58/1130,386/18903,7.64802239822608e-11,9.4658984913429e-09,8.54183986069083e-09,WDR62/CSDE1/CCNB2/EIF2S1/NPM1/RPSA/FLNA/RPS3/MSN/RPL10/RPS19/MLH1/NOP2/RPL5/CENPF/CSRP3/PLK1/RPS14/RPS15/RPS28/RPL38/RPL6/BOP1/SQLE/RRS1/PWP2/SASS6/MTERF4/DHX37/OGFOD1/BRIX1/PIBF1/MTERF3/AURKB/CNOT6L/SPAG5/CENPK/EIF2A/SENP6/RPF2/PPAN/INCENP/AAAS/MDN1/NLE1/BCCIP/TUBGCP4/MRTO4/TPX2/ABT1/NIP7/MRPS7/POLDIP2/RRP7A/SBDS/PRRC2C/AUP1/CCDC61,58
BP,GO:0006913,nucleocytoplasmic transport,52/1130,329/18903,1.14846756145656e-10,1.35211046808556e-08,1.22011778416104e-08,IPO5/KPNA3/RGS14/XPOT/ZPR1/NUP155/UBR5/IPO7/SSB/NPM1/HSP90AB1/FLNA/CALR/PML/PPP1CC/HSPA9/RANBP1/RANGAP1/EMD/KPNA2/CSE1L/RPS15/NSUN2/SQSTM1/NOLC1/RRS1/GLE1/PCID2/NUP188/DESI1/NOP9/RPAIN/NUP93/THOC2/IPO4/UPF1/TNPO1/NMD3/THOC1/LTV1/THOC3/PHB2/FERMT1/NDC1/RIOK2/XPO4/NOL6/XPO5/AAAS/MDN1/DDX19A/IPO11,52
BP,GO:0051169,nuclear transport,52/1130,329/18903,1.14846756145656e-10,1.35211046808556e-08,1.22011778416104e-08,IPO5/KPNA3/RGS14/XPOT/ZPR1/NUP155/UBR5/IPO7/SSB/NPM1/HSP90AB1/FLNA/CALR/PML/PPP1CC/HSPA9/RANBP1/RANGAP1/EMD/KPNA2/CSE1L/RPS15/NSUN2/SQSTM1/NOLC1/RRS1/GLE1/PCID2/NUP188/DESI1/NOP9/RPAIN/NUP93/THOC2/IPO4/UPF1/TNPO1/NMD3/THOC1/LTV1/THOC3/PHB2/FERMT1/NDC1/RIOK2/XPO4/NOL6/XPO5/AAAS/MDN1/DDX19A/IPO11,52
BP,GO:0090502,RNA phosphodiester bond hydrolysis, endonucleolytic,24/1130,86/18903,1.18692840656529e-10,1.36411986154539e-08,1.23095482365092e-08,ZC3H12D/PRORP/UTP20/RPP40/APEX1/NOP14/TBL3/BOP1/ENDOG/BMS1/RRS1/TSR1/NOL9/INTS11/NOP9/POP1/ELAC2/UTP23/RPP25/ABT1/NOB1/EXO1/RCL1/FCF1,24
BP,GO:0009124,nucleoside monophosphate biosynthetic process,17/1130,43/18903,1.35176660941668e-10,1.51743661015217e-08,1.36930482980814e-08,PFAS/APRT/UMPS/IMPDH2/IMPDH1/GART/PAICS/CAD/ADSL/ATIC/GMPS/PRPS1/AMPD2/DHODH/PPAT/RFK/UCK2,17
BP,GO:0000154,rRNA modification,16/1130,38/18903,1.52614801086147e-10,1.67425373827917e-08,1.51081350931693e-08,FBL/NOP2/MRM1/RPUSD3/FTSJ3/RPUSD2/TFB1M/EMG1/NSUN4/RPUSD4/NSUN5/NAT10/TFB2M/MRM3/METTL5/DIMT1,16
BP,GO:0000963,mitochondrial RNA processing,12/1130,20/18903,1.58464623855925e-10,1.69979719856122e-08,1.53386342342881e-08,PRORP/FASTKD3/TRMT5/TRMT10C/SUPV3L1/PNPT1/TBRG4/RPUSD4/CDK5RAP1/ELAC2/MTO1/PUS1,12
BP,GO:0090501,RNA phosphodiester bond hydrolysis,33/1130,158/18903,2.17094149236832e-10,2.27807273557867e-08,2.05568784792222e-08,ZC3H12D/POLRMT/PRORP/UTP20/RPP40/PCF11/APEX1/NOP14/TBL3/BOP1/ENDOG/BMS1/RRS1/TSR1/NOL9/INTS11/NOP9/PNPT1/CNOT6L/POP1/ELAC2/TRIR/UTP23/RPP25/POLR1H/ABT1/NOB1/EXO1/DIS3/RCL1/POLR3K/FCF1/REXO2,33
BP,GO:0045727,positive regulation of translation,31/1130,143/18903,2.86350515973634e-10,2.94088072469092e-08,2.65379268779148e-08,EIF3D/SYNCRIP/CSDE1/CDC123/NPM1/PABPC1/EEF2/YBX3/EIF2S3/RPL5/EIF3E/EIF5A/YBX1/EIF4G1/EIF2B5/FASTKD3/CYP1B1/RPUSD3/LARP1/LARP4/TRMT10C/MRPS27/GCN1/RPUSD4/NSUN5/CDK5RAP1/EIF3C/NAT10/DHX36/JMJD4/METTL5,31
BP,GO:0006177,GMP biosynthetic process,10/1130,14/18903,4.50223476987068e-10,4.5275598404512e-08,4.08558058722036e-08,PFAS/APRT/IMPDH2/IMPDH1/GART/PAICS/ADSL/ATIC/GMPS/PPAT,10
BP,GO:0000027,ribosomal large subunit assembly,13/1130,26/18903,5.82839892151199e-10,5.74156767227313e-08,5.18107727974578e-08,RPL10/NOP2/RPL5/RPL38/RPL6/BOP1/RRS1/BRIX1/RPF2/PPAN/MDN1/NLE1/MRTO4,13
BP,GO:1902570,protein localization to nucleolus,11/1130,18/18903,7.16663331660935e-10,6.91866780385467e-08,6.24326919244831e-08,NVL/POLR1A/NPM1/BYSL/RRS1/UTP25/NOL8/PINX1/NMD3/RPF2/RRP7A,11
BP,GO:0000966,RNA 5'-end processing,12/1130,23/18903,1.43774022848855e-09,1.36077883978711e-07,1.22793995159662e-07,PRORP/UTP20/RPP40/SSB/NOP14/TBL3/TRMT10C/NOP9/PNPT1/POP1/RPP25/ABT1,12
BP,GO:0090305,nucleic acid phosphodiester bond hydrolysis,42/1130,253/18903,1.57053222884219e-09,1.45044272077906e-07,1.30885086707092e-07,ZC3H12D/POLRMT/PRORP/RAD1/UTP20/RPP40/PCF11/TDP2/ERCC2/APEX1/DNA2/NOP14/TBL3/BOP1/ENDOG/BMS1/RRS1/TSR1/SETMAR/NOL9/INTS11/NOP9/PNPT1/CNOT6L/ATAD5/POP1/ELAC2/TRIR/UTP23/RPP25/REXO4/TDP1/POLR1H/ABT1/NOB1/EXO1/DIS3/RCL1/POLR3K/FCF1/REXO2/LAS1L,42
BP,GO:0034250,positive regulation of cellular amide metabolic process,33/1130,170/18903,1.59257228508992e-09,1.45044272077906e-07,1.30885086707092e-07,EIF3D/SYNCRIP/CSDE1/CDC123/NPM1/PABPC1/EEF2/IFNGR1/YBX3/EIF2S3/RPL5/EIF3E/EIF5A/YBX1/EIF4G1/EIF2B5/FASTKD3/CYP1B1/RPUSD3/LARP1/LARP4/TRMT10C/MRPS27/GCN1/RPUSD4/NSUN5/CDK5RAP1/EIF3C/ABCA2/NAT10/DHX36/JMJD4/METTL5,33
BP,GO:0009123,nucleoside monophosphate metabolic process,21/1130,77/18903,2.71007071221311e-09,2.4225020977505e-07,2.18601805207365e-07,PFAS/DNPH1/APRT/UMPS/IMPDH2/TYMP/IMPDH1/GART/PAICS/AK4/CAD/ADSL/ATIC/GMPS/PRPS1/AMPD2/DHODH/PPAT/RFK/UCK2/AK6,21
BP,GO:0009168,purine ribonucleoside monophosphate biosynthetic process,11/1130,20/18903,3.38386498521833e-09,2.96980296066343e-07,2.67989154236047e-07,PFAS/APRT/IMPDH2/IMPDH1/GART/PAICS/ADSL/ATIC/GMPS/AMPD2/PPAT,11
BP,GO:0072594,establishment of protein localization to organelle,60/1130,449/18903,3.91724690846031e-09,3.37652693341748e-07,3.04691122315954e-07,IPO5/KPNA3/PDCD5/TIMM23/TIMM44/TIMM8A/ZPR1/NUP155/TOMM70/UBR5/IPO7/TOMM40/HSP90AB1/HSPD1/HSPA5/HSPA8/UBL4A/FLNA/TNFAIP3/PML/DNAJA1/BAG6/PEX5/CCT8/BCAP31/KPNA2/HK2/CSE1L/SEC61A1/PMPCA/SQSTM1/SCRIB/NOLC1/TIMM50/NUP188/DNLZ/LRSAM1/MTERF4/RPAIN/NUP93/GRPEL2/IPO4/TNPO1/ACD/PHB2/MIPEP/FERMT1/BBC3/UBL5/GRPEL1/HPS4/POT1/USP36/IPO11/NAGPA/RUVBL2/TIMM8B/TIMM13/SRPRB/DNAJC15,60
BP,GO:0009161,ribonucleoside monophosphate metabolic process,18/1130,59/18903,5.1774785326985e-09,4.38450682058521e-07,3.95649236718493e-07,PFAS/APRT/UMPS/IMPDH2/IMPDH1/GART/PAICS/AK4/CAD/ADSL/ATIC/GMPS/PRPS1/AMPD2/DHODH/PPAT/RFK/UCK2,18
BP,GO:0008299,isoprenoid biosynthetic process,13/1130,30/18903,5.35899769983137e-09,4.45997963742863e-07,4.02459754662472e-07,PRMT3/HMGCR/FDPS/LSS/MVD/HMGCS1/MVK/IDI1/PMVK/PDSS1/DHDDS/NUS1/DHRS9,13
BP,GO:0000447,endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),8/1130,10/18903,6.43231276045329e-09,5.26250401605221e-07,4.74877969719103e-07,UTP20/RPP40/NOP14/RRS1/NOP9/ABT1/RCL1/FCF1,8
BP,GO:0046390,ribose phosphate biosynthetic process,39/1130,241/18903,1.24805651462715e-08,1.00406146601754e-06,9.06045238162658e-07,PFAS/NDUFB3/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/ALDOA/ENO1/PYGL/APRT/UMPS/IMPDH2/NME1/IMPDH1/GART/PAICS/AK4/CAD/NDUFS1/ADSL/ATIC/NDUFV1/GMPS/ATP5MJ/NDUFA6/PRPS1/TMSB4X/AMPD2/DHODH/PPAT/ACACA/PDK1/GCDH/RFK/PANK2/UCK2/PANK3/NDUFB9,39
BP,GO:0009127,purine nucleoside monophosphate biosynthetic process,11/1130,22/18903,1.27158907892464e-08,1.00622303015889e-06,9.07995790956021e-07,PFAS/APRT/IMPDH2/IMPDH1/GART/PAICS/ADSL/ATIC/GMPS/AMPD2/PPAT,11
BP,GO:0000375,RNA splicing, via transesterification reactions,48/1130,333/18903,1.30572383323137e-08,1.0165691843561e-06,9.17331956181907e-07,MPHOSPH10/PRMT5/RNF113A/PRPF4/PRPF3/PPIH/SYNCRIP/BCAS2/PRPF6/NPM1/SNRPA1/HSPA8/PABPC1/GCFC2/DDX5/NCL/CLNS1A/SNU13/GEMIN4/SNRPD2/U2AF1/SFSWAP/PRPF4B/WTAP/SF3A1/USP39/GEMIN5/CACTIN/GEMIN6/ESS2/ZMAT2/TGS1/SRPK1/WDR77/UBL5/PNN/DHX35/XAB2/LUC7L/MBNL3/PRMT7/CWC25/DDX20/PUF60/DDX41/STRAP/RBM19/PAXBP1,48
BP,GO:0031167,rRNA methylation,12/1130,27/18903,1.47782390246226e-08,1.13229459955323e-06,1.02176028544509e-06,FBL/NOP2/MRM1/FTSJ3/TFB1M/EMG1/NSUN4/NSUN5/TFB2M/MRM3/METTL5/DIMT1,12
BP,GO:0046112,nucleobase biosynthetic process,10/1130,18/18903,1.5777981210277e-08,1.19000492659386e-06,1.0738369448705e-06,APRT/UMPS/GART/PAICS/CAD/SHMT2/GMPS/PRPS1/DHODH/PPAT,10
BP,GO:0009165,nucleotide biosynthetic process,45/1130,304/18903,1.64035657657043e-08,1.21815403001623e-06,1.09923813989449e-06,PFAS/NDUFB3/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/ALDOA/ENO1/APRT/UMPS/IMPDH2/NME1/IMPDH1/GART/PAICS/AK4/CAD/NDUFS1/ADSL/RRM2/ATIC/GARS1/NAMPT/NDUFV1/GMPS/ATP5MJ/NDUFA6/PRPS1/NCS1/TMSB4X/AMPD2/DHODH/PPAT/ACACA/KARS1/PDK1/NADK2/GCDH/RFK/PANK2/UCK2/PANK3/AK6/NDUFB9,45
BP,GO:1901293,nucleoside phosphate biosynthetic process,45/1130,306/18903,2.0086056128085e-08,1.46902110500404e-06,1.32561563409914e-06,PFAS/NDUFB3/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/ALDOA/ENO1/APRT/UMPS/IMPDH2/NME1/IMPDH1/GART/PAICS/AK4/CAD/NDUFS1/ADSL/RRM2/ATIC/GARS1/NAMPT/NDUFV1/GMPS/ATP5MJ/NDUFA6/PRPS1/NCS1/TMSB4X/AMPD2/DHODH/PPAT/ACACA/KARS1/PDK1/NADK2/GCDH/RFK/PANK2/UCK2/PANK3/AK6/NDUFB9,45
BP,GO:0006260,DNA replication,43/1130,286/18903,2.14408181439967e-08,1.54469894300108e-06,1.39390582057908e-06,CHEK1/ANKRD17/ZPR1/CDC45/GMNN/RECQL4/CCNA2/RRM2/MCM4/NASP/CDC34/PRIM1/LIG3/DNA2/BLM/ATR/ENDOG/PCLAF/TTF1/SETMAR/RPAIN/CARM1/NOC3L/UPF1/TOP1MT/DNAJA3/THOC1/TONSL/ATAD5/TWNK/DNAJC2/CDC6/GRWD1/WDR18/RTF2/GTPBP4/ACTR8/ACTR5/DDX21/DTL/POLG2/RUVBL2/RUVBL1,43
BP,GO:0006188,IMP biosynthetic process,8/1130,11/18903,2.23418781385923e-08,1.58594479080861e-06,1.43112525909435e-06,PFAS/APRT/GART/PAICS/ADSL/ATIC/AMPD2/PPAT,8
BP,GO:0000377,RNA splicing, via transesterification reactions with bulged adenosine as nucleophile,47/1130,329/18903,2.45526680981657e-08,1.69308184156923e-06,1.52780361789789e-06,PRMT5/RNF113A/PRPF4/PRPF3/PPIH/SYNCRIP/BCAS2/PRPF6/NPM1/SNRPA1/HSPA8/PABPC1/GCFC2/DDX5/NCL/CLNS1A/SNU13/GEMIN4/SNRPD2/U2AF1/SFSWAP/PRPF4B/WTAP/SF3A1/USP39/GEMIN5/CACTIN/GEMIN6/ESS2/ZMAT2/TGS1/SRPK1/WDR77/UBL5/PNN/DHX35/XAB2/LUC7L/MBNL3/PRMT7/CWC25/DDX20/PUF60/DDX41/STRAP/RBM19/PAXBP1,47
BP,GO:0000398,mRNA splicing, via spliceosome,47/1130,329/18903,2.45526680981657e-08,1.69308184156923e-06,1.52780361789789e-06,PRMT5/RNF113A/PRPF4/PRPF3/PPIH/SYNCRIP/BCAS2/PRPF6/NPM1/SNRPA1/HSPA8/PABPC1/GCFC2/DDX5/NCL/CLNS1A/SNU13/GEMIN4/SNRPD2/U2AF1/SFSWAP/PRPF4B/WTAP/SF3A1/USP39/GEMIN5/CACTIN/GEMIN6/ESS2/ZMAT2/TGS1/SRPK1/WDR77/UBL5/PNN/DHX35/XAB2/LUC7L/MBNL3/PRMT7/CWC25/DDX20/PUF60/DDX41/STRAP/RBM19/PAXBP1,47
BP,GO:0006520,cellular amino acid metabolic process,43/1130,289/18903,2.9259641389993e-08,1.98924350689431e-06,1.79505405591981e-06,PFAS/NARS1/GCAT/GATB/DHFR/ASS1/OAT/EPRS1/ASNS/GOT1/GART/WARS1/AHCY/CAD/PYCR1/SHMT2/CBS/GARS1/IARS1/QARS1/AARS1/SARS1/GMPS/YARS1/ALDH18A1/MARS1/PSPH/ACY1/PPAT/BLMH/KARS1/PYCR3/GPT2/GCDH/HPDL/IL4I1/MTR/MRI1/NIT2/LARS1/MTRR/FARSA/PSAT1,43
BP,GO:0000028,ribosomal small subunit assembly,10/1130,19/18903,3.1520299458953e-08,2.11317340956064e-06,1.90688595264836e-06,RPSA/RPS19/RPS14/RPS15/RPS28/RPL38/PWP2/ABT1/MRPS7/RRP7A,10
BP,GO:0006403,RNA localization,34/1130,202/18903,3.94580759824492e-08,2.60909770914085e-06,2.35439824679704e-06,XPOT/NUP155/PRPF6/SSB/NPM1/FBL/LRPPRC/CCT8/YBX1/NSUN2/ATR/SLBP/ZNHIT3/GLE1/PCID2/NUP188/SHQ1/NUP93/THOC2/PNPT1/UPF1/THOC1/THOC3/NDC1/MRPL18/DHX36/NOL6/XPO5/AAAS/DDX19A/ZNHIT6/RUVBL2/RUVBL1/NOP58,34
BP,GO:0051168,nuclear export,30/1130,165/18903,4.17063364902902e-08,2.7204930572788e-06,2.45491920905862e-06,XPOT/NUP155/SSB/NPM1/CALR/HSPA9/RANGAP1/EMD/CSE1L/RPS15/NSUN2/RRS1/GLE1/PCID2/NUP188/DESI1/NOP9/NUP93/THOC2/UPF1/NMD3/THOC1/LTV1/THOC3/RIOK2/XPO4/NOL6/XPO5/MDN1/DDX19A,30
BP,GO:0033044,regulation of chromosome organization,39/1130,252/18903,4.3669569324068e-08,2.81057348169702e-06,2.53620600509464e-06,UBE2C/BUB1/BUB1B/TOP2A/CCNB1/DNMT1/PML/NAA10/CENPF/CCT8/PLK1/CDC16/ATR/GTF2H2/TRIP13/SETMAR/PCID2/CENPV/NSMCE1/UPF1/PSMG2/ACD/PINX1/SPDL1/AURKB/CDC6/GNL3/RIOK2/SENP6/NAT10/DHX36/ACTR8/ACTR5/INCENP/POT1/GNL3L/RUVBL2/RUVBL1/TACC3,39
BP,GO:1901796,regulation of signal transduction by p53 class mediator,23/1130,105/18903,4.56342862259806e-08,2.89837762648432e-06,2.61543873134498e-06,PRMT5/CHEK1/EEF1E1/TRIAP1/CD74/NPM1/DDX5/PML/NOP2/RPL5/RPS7/RPS15/EIF5A/ATR/BOP1/URB2/RRS1/AURKB/PRMT6/ATAD5/RPF2/PAK1IP1/RRN3,23
BP,GO:0009260,ribonucleotide biosynthetic process,37/1130,234/18903,5.46643804121037e-08,3.42681771752239e-06,3.09229263356507e-06,PFAS/NDUFB3/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/ALDOA/ENO1/APRT/UMPS/IMPDH2/NME1/IMPDH1/GART/PAICS/AK4/CAD/NDUFS1/ADSL/ATIC/NDUFV1/GMPS/ATP5MJ/NDUFA6/TMSB4X/AMPD2/DHODH/PPAT/ACACA/PDK1/GCDH/RFK/PANK2/UCK2/PANK3/NDUFB9,37
BP,GO:0000491,small nucleolar ribonucleoprotein complex assembly,8/1130,12/18903,6.34947833956434e-08,3.87961163861735e-06,3.50088492593168e-06,SNU13/ZNHIT3/SHQ1/NOPCHAP1/ZNHIT6/NUFIP1/RUVBL2/RUVBL1,8
BP,GO:0090646,mitochondrial tRNA processing,8/1130,12/18903,6.34947833956434e-08,3.87961163861735e-06,3.50088492593168e-06,PRORP/TRMT5/TRMT10C/RPUSD4/CDK5RAP1/ELAC2/MTO1/PUS1,8
BP,GO:2000232,regulation of rRNA processing,9/1130,16/18903,7.37491221975946e-08,4.44983766059737e-06,4.01544562702167e-06,WDR43/SHQ1/WDR75/UTP15/RIOK1/RIOK2/HEATR1/USP36/DIMT1,9
BP,GO:0030488,tRNA methylation,14/1130,42/18903,7.48505467467192e-08,4.46053813761005e-06,4.02510152615886e-06,WDR4/NSUN2/TARBP1/TRMT5/THADA/TRMT10C/TRMT44/TRMT2A/NSUN6/GTPBP3/TRMT1/FTSJ1/TRMT6/MTO1,14
BP,GO:0043039,tRNA aminoacylation,14/1130,44/18903,1.45435594170101e-07,8.56119040315948e-06,7.7254491485992e-06,NARS1/GATB/EPRS1/WARS1/GARS1/IARS1/QARS1/AARS1/SARS1/YARS1/MARS1/KARS1/LARS1/FARSA,14
BP,GO:0016126,sterol biosynthetic process,17/1130,65/18903,1.71314841671366e-07,9.92340556233588e-06,8.95468520644748e-06,ERLIN1/HMGCR/FDPS/FDFT1/LSS/MVD/HMGCS1/MVK/SCAP/IDI1/SQLE/PMVK/DHCR24/MSMO1/CYP51A1/ARV1/DHCR7,17
BP,GO:0006695,cholesterol biosynthetic process,16/1130,58/18903,1.76229384861582e-07,9.92340556233588e-06,8.95468520644748e-06,ERLIN1/HMGCR/FDPS/FDFT1/LSS/MVD/HMGCS1/MVK/SCAP/IDI1/PMVK/DHCR24/MSMO1/CYP51A1/ARV1/DHCR7,16
BP,GO:1902653,secondary alcohol biosynthetic process,16/1130,58/18903,1.76229384861582e-07,9.92340556233588e-06,8.95468520644748e-06,ERLIN1/HMGCR/FDPS/FDFT1/LSS/MVD/HMGCS1/MVK/SCAP/IDI1/PMVK/DHCR24/MSMO1/CYP51A1/ARV1/DHCR7,16
BP,GO:0019693,ribose phosphate metabolic process,58/1130,475/18903,1.76799850499458e-07,9.92340556233588e-06,8.95468520644748e-06,PFAS/OGT/NDUFB3/NDUFS6/CLPX/NDUFB4/NDUFB8/NDUFA7/NDUFA10/LDHA/HMGCR/ALDOA/GAPDH/INSR/ENO1/PYGL/APRT/ALDOC/HSPA8/UMPS/IMPDH2/NME1/IMPDH1/GART/PAICS/AK4/CAD/NDUFS1/ADSL/ATIC/RPIA/NDUFV1/GMPS/HK2/MVD/ATP5MJ/NDUFA6/PRPS1/TMSB4X/AMPD2/HMGCS1/DHODH/MVK/PPAT/ACACA/PDK1/PMVK/FIGNL1/NUDT8/FAR1/GCDH/RFK/FAR2/PANK2/UCK2/PANK3/NUDT5/NDUFB9,58
BP,GO:0043038,amino acid activation,14/1130,45/18903,1.9955774722721e-07,1.10720143202959e-05,9.99116706625765e-06,NARS1/GATB/EPRS1/WARS1/GARS1/IARS1/QARS1/AARS1/SARS1/YARS1/MARS1/KARS1/LARS1/FARSA,14
BP,GO:0045943,positive regulation of transcription by RNA polymerase I,12/1130,33/18903,2.15739436247392e-07,1.183379839507e-05,1.06785859711927e-05,NCL/MARS1/PWP1/WDR43/WDR75/UTP15/MYBBP1A/HEATR1/DHX33/NOL11/DDX21/LYAR,12
BP,GO:0072655,establishment of protein localization to mitochondrion,24/1130,123/18903,2.38408441145961e-07,1.29303094990062e-05,1.16680559368656e-05,PDCD5/TIMM23/TIMM44/TIMM8A/TOMM70/TOMM40/HSPD1/DNAJA1/BCAP31/HK2/PMPCA/TIMM50/DNLZ/MTERF4/GRPEL2/MIPEP/BBC3/UBL5/GRPEL1/HPS4/USP36/TIMM8B/TIMM13/DNAJC15,24
BP,GO:0000492,box C/D snoRNP assembly,7/1130,10/18903,2.74089853890625e-07,1.43807796166309e-05,1.2976931526309e-05,SNU13/ZNHIT3/NOPCHAP1/ZNHIT6/NUFIP1/RUVBL2/RUVBL1,7
BP,GO:0009113,purine nucleobase biosynthetic process,7/1130,10/18903,2.74089853890625e-07,1.43807796166309e-05,1.2976931526309e-05,APRT/GART/PAICS/SHMT2/GMPS/PRPS1/PPAT,7
BP,GO:2000234,positive regulation of rRNA processing,7/1130,10/18903,2.74089853890625e-07,1.43807796166309e-05,1.2976931526309e-05,WDR43/WDR75/UTP15/RIOK1/RIOK2/HEATR1/DIMT1,7
BP,GO:0072331,signal transduction by p53 class mediator,29/1130,173/18903,4.2318301457208e-07,2.18376812113781e-05,1.97058922623145e-05,PRMT5/CHEK1/RRP8/EEF1E1/TRIAP1/CD74/NPM1/DDX5/PML/CASP2/NOP2/BAG6/RPL5/RPS7/RPS15/EIF5A/TFAP4/ATR/BOP1/URB2/RRS1/AURKB/PRMT6/ATAD5/MYBBP1A/RPF2/PAK1IP1/RRN3/GTSE1,29
BP,GO:0006418,tRNA aminoacylation for protein translation,13/1130,41/18903,4.25262488889485e-07,2.18376812113781e-05,1.97058922623145e-05,NARS1/EPRS1/WARS1/GARS1/IARS1/QARS1/AARS1/SARS1/YARS1/MARS1/KARS1/LARS1/FARSA,13
BP,GO:0070585,protein localization to mitochondrion,24/1130,128/18903,5.14615569086378e-07,2.61478879155784e-05,2.35953376717943e-05,PDCD5/TIMM23/TIMM44/TIMM8A/TOMM70/TOMM40/HSPD1/DNAJA1/BCAP31/HK2/PMPCA/TIMM50/DNLZ/MTERF4/GRPEL2/MIPEP/BBC3/UBL5/GRPEL1/HPS4/USP36/TIMM8B/TIMM13/DNAJC15,24
BP,GO:0000075,cell cycle checkpoint signaling,30/1130,186/18903,6.31143924683933e-07,3.14293627703798e-05,2.83612362792257e-05,CHEK1/BUB1/TRIAP1/BUB1B/RAD1/CDC45/CCNB1/PML/CASP2/CENPF/DNA2/PLK1/BLM/NSUN2/ATR/TRIP13/SETMAR/PCID2/PSMG2/SPDL1/THOC1/AURKB/UIMC1/CDC6/CLSPN/INCENP/GTSE1/DTL/FEM1B/TELO2,30
BP,GO:0062125,regulation of mitochondrial gene expression,11/1130,30/18903,6.31582388383434e-07,3.14293627703798e-05,2.83612362792257e-05,SHMT2/LRPPRC/FASTKD3/RPUSD3/TRMT10C/CHCHD10/MRPS27/RPUSD4/THAP11/CDK5RAP1/MTG2,11
BP,GO:0061077,chaperone-mediated protein folding,17/1130,71/18903,6.75695813138526e-07,3.32814662246904e-05,3.00325378600131e-05,DFFA/PDCD5/DNAJB6/CD74/HSPA5/HSPA8/PDIA4/HSPA9/CCT8/HSPE1/CSNK2A1/FKBP4/HSPA14/TRAP1/HSPH1/SDF2L1/CHORDC1,17
BP,GO:0000054,ribosomal subunit export from nucleus,8/1130,15/18903,7.01892171011903e-07,3.38803350947445e-05,3.057294530155e-05,NPM1/RPS15/RRS1/NOP9/NMD3/LTV1/RIOK2/MDN1,8
BP,GO:0033750,ribosome localization,8/1130,15/18903,7.01892171011903e-07,3.38803350947445e-05,3.057294530155e-05,NPM1/RPS15/RRS1/NOP9/NMD3/LTV1/RIOK2/MDN1,8
BP,GO:0006449,regulation of translational termination,7/1130,11/18903,7.1464881145668e-07,3.41545526029841e-05,3.08203937655835e-05,GSPT1/ETF1/EIF5A/GLE1/OGFOD1/UPF1/JMJD4,7
BP,GO:0006626,protein targeting to mitochondrion,21/1130,104/18903,7.37471490166943e-07,3.48997537552533e-05,3.1492848568739e-05,PDCD5/TIMM23/TIMM44/TIMM8A/TOMM70/TOMM40/HSPD1/BCAP31/PMPCA/TIMM50/DNLZ/MTERF4/GRPEL2/MIPEP/UBL5/GRPEL1/HPS4/USP36/TIMM8B/TIMM13/DNAJC15,21
BP,GO:0006356,regulation of transcription by RNA polymerase I,13/1130,43/18903,7.89233515135852e-07,3.69867007530171e-05,3.33760683253158e-05,NCL/FLNA/MARS1/PWP1/WDR43/WDR75/UTP15/MYBBP1A/HEATR1/DHX33/NOL11/DDX21/LYAR,13
BP,GO:0140014,mitotic nuclear division,43/1130,325/18903,8.26029441599747e-07,3.83388857173267e-05,3.45962533333983e-05,UBE2C/PRMT5/CHEK1/BUB1/BUB1B/INSR/CCNB1/FLNA/NAA10/RANBP1/CENPF/PLK1/CDC16/RRS1/TRIP13/UBE2S/SGO2/PCID2/CEP85/KIF18B/PIBF1/PSMG2/PINX1/SPDL1/AURKB/SPAG5/PHB2/KIF2C/CDC6/CENPK/KATNB1/RIOK2/NAA50/INCENP/AAAS/BCCIP/TPX2/NSFL1C/NUDC/POLDIP2/CTDP1/TACC3/CCDC61,43
