ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
hsa04130,SNARE interactions in vesicular transport - Homo sapiens (human),1/564,33/8659,0.892137400504729,0.999999999706984,0.929643696598644,8673,1
hsa00480,Glutathione metabolism - Homo sapiens (human),2/564,57/8659,0.893835174818387,0.999999999706984,0.929643696598644,6723/6241,2
hsa00564,Glycerophospholipid metabolism - Homo sapiens (human),4/564,99/8659,0.893960371286569,0.999999999706984,0.929643696598644,23171/5833/55326/10390,4
hsa04640,Hematopoietic cell lineage - Homo sapiens (human),4/564,99/8659,0.893960371286569,0.999999999706984,0.929643696598644,7037/3676/952/2322,4
hsa05132,Salmonella infection - Homo sapiens (human),12/564,249/8659,0.894898779397715,0.999999999706984,0.929643696598644,3839/7097/2597/3326/7184/2316/6188/1434/54205/51626/54106/57180,12
hsa05160,Hepatitis C - Homo sapiens (human),7/564,158/8659,0.897267352620479,0.999999999706984,0.929643696598644,1965/6256/3646/10197/2885/54205/949,7
hsa05418,Fluid shear stress and atherosclerosis - Homo sapiens (human),6/564,139/8659,0.897358985322134,0.999999999706984,0.929643696598644,445/3326/1535/7184/4208/8878,6
hsa04710,Circadian rhythm - Homo sapiens (human),1/564,34/8659,0.899189858899736,0.999999999706984,0.929643696598644,8454,1
hsa04923,Regulation of lipolysis in adipocytes - Homo sapiens (human),2/564,58/8659,0.899393679532996,0.999999999706984,0.929643696598644,3643/8660,2
hsa05213,Endometrial cancer - Homo sapiens (human),2/564,58/8659,0.899393679532996,0.999999999706984,0.929643696598644,4292/2885,2
hsa04217,Necroptosis - Homo sapiens (human),7/564,159/8659,0.900746901431618,0.999999999706984,0.929643696598644,5836/3326/3459/7128/7416/8878/192111,7
hsa05142,Chagas disease - Homo sapiens (human),4/564,102/8659,0.906629468524404,0.999999999706984,0.929643696598644,7097/3459/811/54106,4
hsa04978,Mineral absorption - Homo sapiens (human),2/564,60/8659,0.90970630721919,0.999999999706984,0.929643696598644,3163/7779,2
hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),1/564,36/8659,0.91194372009198,0.999999999706984,0.929643696598644,6652,1
hsa04960,Aldosterone-regulated sodium reabsorption - Homo sapiens (human),1/564,37/8659,0.917703170615942,0.999999999706984,0.929643696598644,3643,1
hsa05216,Thyroid cancer - Homo sapiens (human),1/564,37/8659,0.917703170615942,0.999999999706984,0.929643696598644,6256,1
hsa04662,B cell receptor signaling pathway - Homo sapiens (human),3/564,84/8659,0.918028044221061,0.999999999706984,0.929643696598644,4772/2885/11006,3
hsa04928,Parathyroid hormone synthesis, secretion and action - Homo sapiens (human),4/564,106/8659,0.921428528409232,0.999999999706984,0.929643696598644,3727/6256/4208/4209,4
hsa00561,Glycerolipid metabolism - Homo sapiens (human),2/564,63/8659,0.923335331474457,0.999999999706984,0.929643696598644,2710/55326,2
hsa03250,Viral life cycle - HIV-1 - Homo sapiens (human),2/564,63/8659,0.923335331474457,0.999999999706984,0.929643696598644,904/4298,2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),7/564,167/8659,0.925138777589952,0.999999999706984,0.929643696598644,4772/3643/7416/5501/4208/4209/8660,7
hsa04927,Cortisol synthesis and secretion - Homo sapiens (human),2/564,65/8659,0.931318970679347,0.999999999706984,0.929643696598644,949/84876,2
hsa04010,MAPK signaling pathway - Homo sapiens (human),14/564,301/8659,0.932587610121558,0.999999999706984,0.929643696598644,8986/4772/3643/3312/3727/2316/2322/4149/2885/4791/5971/4208/10235/8569,14
hsa04613,Neutrophil extracellular trap formation - Homo sapiens (human),8/564,191/8659,0.936585971513293,0.999999999706984,0.929643696598644,7097/4353/1511/1535/566/3683/7416/6404,8
hsa05145,Toxoplasmosis - Homo sapiens (human),4/564,111/8659,0.936953468159086,0.999999999706984,0.929643696598644,7097/3312/3459/54205,4
hsa05219,Bladder cancer - Homo sapiens (human),1/564,41/8659,0.93721745414779,0.999999999706984,0.929643696598644,1890,1
hsa05207,Chemical carcinogenesis - receptor activation - Homo sapiens (human),9/564,212/8659,0.940392124716093,0.999999999706984,0.929643696598644,3839/3326/7184/6256/3838/2885/182/1545/990,9
hsa04921,Oxytocin signaling pathway - Homo sapiens (human),6/564,154/8659,0.941779907681136,0.999999999706984,0.929643696598644,4772/1938/952/5501/4208/10645,6
hsa04658,Th1 and Th2 cell differentiation - Homo sapiens (human),3/564,92/8659,0.944427092218686,0.999999999706984,0.929643696598644,4772/3459/182,3
hsa05211,Renal cell carcinoma - Homo sapiens (human),2/564,69/8659,0.944987243318622,0.999999999706984,0.929643696598644,6513/2885,2
hsa04150,mTOR signaling pathway - Homo sapiens (human),6/564,156/8659,0.946178596686831,0.999999999706984,0.929643696598644,3643/6520/1975/2885/8140/9894,6
hsa04520,Adherens junction - Homo sapiens (human),3/564,93/8659,0.947106316091923,0.999999999706984,0.929643696598644,3643/1460/1457,3
hsa04670,Leukocyte transendothelial migration - Homo sapiens (human),4/564,115/8659,0.947309656756287,0.999999999706984,0.929643696598644,1535/3676/3683/4478,4
hsa04962,Vasopressin-regulated water reabsorption - Homo sapiens (human),1/564,44/8659,0.948755915330759,0.999999999706984,0.929643696598644,51626,1
hsa04915,Estrogen signaling pathway - Homo sapiens (human),5/564,137/8659,0.949339414829592,0.999999999706984,0.929643696598644,3326/3312/7184/2885/2288,5
hsa04514,Cell adhesion molecules - Homo sapiens (human),6/564,158/8659,0.950277468110607,0.999999999706984,0.929643696598644,3106/3107/3384/3676/3683/6404,6
hsa05223,Non-small cell lung cancer - Homo sapiens (human),2/564,72/8659,0.953496637681541,0.999999999706984,0.929643696598644,6256/2885,2
hsa05215,Prostate cancer - Homo sapiens (human),3/564,97/8659,0.95666629639037,0.999999999706984,0.929643696598644,3326/7184/2885,3
hsa05161,Hepatitis B - Homo sapiens (human),6/564,162/8659,0.957643566797534,0.999999999706984,0.929643696598644,7097/4772/890/2885/54205/64135,6
hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human),1/564,47/8659,0.958176846288858,0.999999999706984,0.929643696598644,3099,1
hsa01522,Endocrine resistance - Homo sapiens (human),3/564,98/8659,0.958790047109978,0.999999999706984,0.929643696598644,2885/182/10498,3
hsa04936,Alcoholic liver disease - Homo sapiens (human),5/564,142/8659,0.959058299324808,0.999999999706984,0.929643696598644,6319/2194/1374/31/10645,5
hsa04140,Autophagy - animal - Homo sapiens (human),6/564,165/8659,0.962503752097419,0.999999999706984,0.929643696598644,1965/8878/10645/8673/55255/8660,6
hsa05220,Chronic myeloid leukemia - Homo sapiens (human),2/564,76/8659,0.962904605080731,0.999999999706984,0.929643696598644,2885/861,2
hsa04621,NOD-like receptor signaling pathway - Homo sapiens (human),7/564,186/8659,0.963262046154767,0.999999999706984,0.929643696598644,3326/1535/7128/7416/10135/7205/56919,7
hsa04672,Intestinal immune network for IgA production - Homo sapiens (human),1/564,49/8659,0.963475764300327,0.999999999706984,0.929643696598644,3676,1
hsa04611,Platelet activation - Homo sapiens (human),4/564,124/8659,0.965162275948404,0.999999999706984,0.929643696598644,5501/10235/84876/8673,4
hsa00565,Ether lipid metabolism - Homo sapiens (human),1/564,50/8659,0.965868292631873,0.999999999706984,0.929643696598644,10390,1
hsa05146,Amoebiasis - Homo sapiens (human),3/564,102/8659,0.966346948403038,0.999999999706984,0.929643696598644,7097/1511/5052,3
hsa00980,Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human),2/564,78/8659,0.966895078086129,0.999999999706984,0.929643696598644,22977/1545,2
hsa04974,Protein digestion and absorption - Homo sapiens (human),3/564,103/8659,0.968021019815132,0.999999999706984,0.929643696598644,6520/6510/54407,3
hsa04625,C-type lectin receptor signaling pathway - Homo sapiens (human),3/564,104/8659,0.969616302028977,0.999999999706984,0.929643696598644,4772/4791/5971,3
hsa00510,N-Glycan biosynthesis - Homo sapiens (human),1/564,53/8659,0.972147292173172,0.999999999706984,0.929643696598644,7841,1
hsa00600,Sphingolipid metabolism - Homo sapiens (human),1/564,54/8659,0.973972638119527,0.999999999706984,0.929643696598644,10825,1
hsa04310,Wnt signaling pathway - Homo sapiens (human),6/564,174/8659,0.974193081347752,0.999999999706984,0.929643696598644,4772/1460/1457/8454/27101/8607,6
hsa04350,TGF-beta signaling pathway - Homo sapiens (human),3/564,108/8659,0.975275787633122,0.999999999706984,0.929643696598644,7037/8454/375387,3
hsa05412,Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human),2/564,84/8659,0.976539516020771,0.999999999706984,0.929643696598644,3676/2010,2
hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),7/564,198/8659,0.977196202941987,0.999999999706984,0.929643696598644,2597/4691/6188/54205/4643/57180/10061,7
hsa04340,Hedgehog signaling pathway - Homo sapiens (human),1/564,56/8659,0.977272849651942,0.999999999706984,0.929643696598644,8454,1
hsa04512,ECM-receptor interaction - Homo sapiens (human),2/564,89/8659,0.982446443902655,0.999999999706984,0.929643696598644,3161/3676,2
hsa04727,GABAergic synapse - Homo sapiens (human),2/564,89/8659,0.982446443902655,0.999999999706984,0.929643696598644,92745/54407,2
hsa00590,Arachidonic acid metabolism - Homo sapiens (human),1/564,61/8659,0.983809133793021,0.999999999706984,0.929643696598644,80142,1
hsa00140,Steroid hormone biosynthesis - Homo sapiens (human),1/564,62/8659,0.984871200383012,0.999999999706984,0.929643696598644,1545,1
hsa04970,Salivary secretion - Homo sapiens (human),2/564,93/8659,0.986107301598737,0.999999999706984,0.929643696598644,952/4069,2
hsa05323,Rheumatoid arthritis - Homo sapiens (human),2/564,93/8659,0.986107301598737,0.999999999706984,0.929643696598644,7097/3683,2
hsa04919,Thyroid hormone signaling pathway - Homo sapiens (human),3/564,121/8659,0.987529553252402,0.999999999706984,0.929643696598644,6513/6256/29079,3
hsa05150,Staphylococcus aureus infection - Homo sapiens (human),2/564,96/8659,0.988354259075586,0.999999999706984,0.929643696598644,3683/6404,2
hsa04530,Tight junction - Homo sapiens (human),5/564,170/8659,0.988394220610857,0.999999999706984,0.929643696598644,8531/4478/861/23513/57180,5
hsa05410,Hypertrophic cardiomyopathy - Homo sapiens (human),2/564,97/8659,0.989021374079486,0.999999999706984,0.929643696598644,3676/2010,2
hsa04720,Long-term potentiation - Homo sapiens (human),1/564,67/8659,0.98922485332171,0.999999999706984,0.929643696598644,5501,1
hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),2/564,98/8659,0.989651193391351,0.999999999706984,0.929643696598644,5501/5029,2
hsa04925,Aldosterone synthesis and secretion - Homo sapiens (human),2/564,98/8659,0.989651193391351,0.999999999706984,0.929643696598644,949/84876,2
hsa04664,Fc epsilon RI signaling pathway - Homo sapiens (human),1/564,68/8659,0.989932160436067,0.999999999706984,0.929643696598644,2885,1
hsa04924,Renin secretion - Homo sapiens (human),1/564,69/8659,0.990593115099559,0.999999999706984,0.929643696598644,84876,1
hsa05031,Amphetamine addiction - Homo sapiens (human),1/564,69/8659,0.990593115099559,0.999999999706984,0.929643696598644,5501,1
hsa04917,Prolactin signaling pathway - Homo sapiens (human),1/564,70/8659,0.991210749917236,0.999999999706984,0.929643696598644,2885,1
hsa05204,Chemical carcinogenesis - DNA adducts - Homo sapiens (human),1/564,70/8659,0.991210749917236,0.999999999706984,0.929643696598644,1545,1
hsa04622,RIG-I-like receptor signaling pathway - Homo sapiens (human),1/564,71/8659,0.991787899416209,0.999999999706984,0.929643696598644,64135,1
hsa05414,Dilated cardiomyopathy - Homo sapiens (human),2/564,103/8659,0.992307914159729,0.999999999706984,0.929643696598644,3676/2010,2
hsa05163,Human cytomegalovirus infection - Homo sapiens (human),7/564,225/8659,0.992702258214003,0.999999999706984,0.929643696598644,6892/4772/3106/3107/811/2885/54205,7
hsa00562,Inositol phosphate metabolism - Homo sapiens (human),1/564,73/8659,0.992831166832685,0.999999999706984,0.929643696598644,55361,1
hsa04142,Lysosome - Homo sapiens (human),3/564,132/8659,0.993117590302454,0.999999999706984,0.929643696598644,1511/20/51172,3
hsa05214,Glioma - Homo sapiens (human),1/564,75/8659,0.993742102232784,0.999999999706984,0.929643696598644,2885,1
hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),7/564,229/8659,0.993878836350922,0.999999999706984,0.929643696598644,3676/3683/4478/5501/3682/7114/57180,7
hsa05133,Pertussis - Homo sapiens (human),1/564,76/8659,0.994153268861478,0.999999999706984,0.929643696598644,3394,1
hsa04620,Toll-like receptor signaling pathway - Homo sapiens (human),2/564,108/8659,0.994294156323232,0.999999999706984,0.929643696598644,7097/54106,2
hsa05100,Bacterial invasion of epithelial cells - Homo sapiens (human),1/564,77/8659,0.994537465105464,0.999999999706984,0.929643696598644,57180,1
hsa05135,Yersinia infection - Homo sapiens (human),3/564,137/8659,0.99476843027222,0.999999999706984,0.929643696598644,4772/3676/57180,3
hsa05034,Alcoholism - Homo sapiens (human),5/564,188/8659,0.995097937815061,0.999999999706984,0.929643696598644,5501/2885/3177/10645/2030,5
hsa01521,EGFR tyrosine kinase inhibitor resistance - Homo sapiens (human),1/564,79/8659,0.995231895691512,0.999999999706984,0.929643696598644,2885,1
hsa04371,Apelin signaling pathway - Homo sapiens (human),3/564,139/8659,0.995315097124695,0.999999999706984,0.929643696598644,182/4208/4209,3
hsa05167,Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human),5/564,194/8659,0.996349832328201,0.999999999706984,0.929643696598644,4772/3106/3107/3459/54205,5
hsa04012,ErbB signaling pathway - Homo sapiens (human),1/564,85/8659,0.996829594393821,0.999999999706984,0.929643696598644,2885,1
hsa05224,Breast cancer - Homo sapiens (human),3/564,147/8659,0.99699792701924,0.999999999706984,0.929643696598644,2885/182/4791,3
hsa04610,Complement and coagulation cascades - Homo sapiens (human),1/564,86/8659,0.99703814451767,0.999999999706984,0.929643696598644,5329,1
hsa04911,Insulin secretion - Homo sapiens (human),1/564,86/8659,0.99703814451767,0.999999999706984,0.929643696598644,6513,1
hsa04722,Neurotrophin signaling pathway - Homo sapiens (human),2/564,119/8659,0.997061432283542,0.999999999706984,0.929643696598644,4145/2885,2
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),3/564,148/8659,0.997161469273218,0.999999999706984,0.929643696598644,3643/2885/55326,3
hsa04935,Growth hormone synthesis, secretion and action - Homo sapiens (human),2/564,120/8659,0.997234578432923,0.999999999706984,0.929643696598644,2885/8660,2
hsa05131,Shigellosis - Homo sapiens (human),7/564,247/8659,0.997279997779442,0.999999999706984,0.929643696598644,7416/3099/54205/7307/8878/8454/57180,7
hsa05226,Gastric cancer - Homo sapiens (human),3/564,149/8659,0.997316324324642,0.999999999706984,0.929643696598644,6256/4292/2885,3
hsa04660,T cell receptor signaling pathway - Homo sapiens (human),2/564,121/8659,0.997397688099822,0.999999999706984,0.929643696598644,4772/2885,2
hsa04540,Gap junction - Homo sapiens (human),1/564,88/8659,0.997415055421364,0.999999999706984,0.929643696598644,2885,1
hsa04144,Endocytosis - Homo sapiens (human),7/564,250/8659,0.997631059249647,0.999999999706984,0.929643696598644,3106/7037/3107/3312/5371/2870/57180,7
hsa05032,Morphine addiction - Homo sapiens (human),1/564,91/8659,0.997892558505214,0.999999999706984,0.929643696598644,2870,1
hsa04934,Cushing syndrome - Homo sapiens (human),3/564,155/8659,0.998086558057705,0.999999999706984,0.929643696598644,4221/949/84876,3
hsa04912,GnRH signaling pathway - Homo sapiens (human),1/564,93/8659,0.998160892146137,0.999999999706984,0.929643696598644,2885,1
hsa04390,Hippo signaling pathway - Homo sapiens (human),3/564,157/8659,0.998291665165684,0.999999999706984,0.929643696598644,5501/23513/27113,3
hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human),1/564,97/8659,0.998599549831148,0.999999999706984,0.929643696598644,55361,1
hsa04666,Fc gamma R-mediated phagocytosis - Homo sapiens (human),1/564,97/8659,0.998599549831148,0.999999999706984,0.929643696598644,57180,1
hsa05231,Choline metabolism in cancer - Homo sapiens (human),1/564,98/8659,0.998691800928466,0.999999999706984,0.929643696598644,2885,1
hsa05165,Human papillomavirus infection - Homo sapiens (human),10/564,331/8659,0.998708352625696,0.999999999706984,0.929643696598644,4242/3106/3107/3676/890/10134/2885/182/545/23513,10
hsa04933,AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human),1/564,100/8659,0.998858501207817,0.999999999706984,0.929643696598644,4772,1
hsa04814,Motor proteins - Homo sapiens (human),4/564,193/8659,0.998959139148451,0.999999999706984,0.929643696598644,4643/146909/51626/11004,4
hsa04972,Pancreatic secretion - Homo sapiens (human),1/564,102/8659,0.999003992153511,0.999999999706984,0.929643696598644,952,1
hsa05322,Systemic lupus erythematosus - Homo sapiens (human),2/564,137/8659,0.999024034396876,0.999999999706984,0.929643696598644,6741/1511,2
hsa04510,Focal adhesion - Homo sapiens (human),4/564,203/8659,0.999396791053568,0.999999999706984,0.929643696598644,3676/2316/5501/2885,4
hsa04724,Glutamatergic synapse - Homo sapiens (human),1/564,115/8659,0.99958976680944,0.999999999706984,0.929643696598644,54407,1
hsa04015,Rap1 signaling pathway - Homo sapiens (human),4/564,210/8659,0.999590001721347,0.999999999706984,0.929643696598644,10636/3643/3683/10235,4
hsa04062,Chemokine signaling pathway - Homo sapiens (human),3/564,192/8659,0.999775238879325,0.999999999706984,0.929643696598644,2870/2885/10235,3
hsa04024,cAMP signaling pathway - Homo sapiens (human),4/564,225/8659,0.999822680466351,0.999999999706984,0.929643696598644,10257/4772/5501/84876,4
hsa04630,JAK-STAT signaling pathway - Homo sapiens (human),2/564,166/8659,0.999840309294472,0.999999999706984,0.929643696598644,3459/2885,2
hsa04926,Relaxin signaling pathway - Homo sapiens (human),1/564,129/8659,0.999842425244584,0.999999999706984,0.929643696598644,2885,1
hsa04728,Dopaminergic synapse - Homo sapiens (human),1/564,132/8659,0.999871663663418,0.999999999706984,0.929643696598644,5501,1
hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human),9/564,359/8659,0.99987351925068,0.999999999706984,0.929643696598644,7097/3643/3326/3676/7184/6256/1975/2322/2885,9
hsa04270,Vascular smooth muscle contraction - Homo sapiens (human),1/564,134/8659,0.999888080197351,0.999999999706984,0.929643696598644,5501,1
hsa04014,Ras signaling pathway - Homo sapiens (human),4/564,236/8659,0.999904930069808,0.999999999706984,0.929643696598644,3643/2322/2885/10235,4
hsa04550,Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human),1/564,143/8659,0.999939572302825,0.999999999706984,0.929643696598644,2885,1
hsa04360,Axon guidance - Homo sapiens (human),2/564,182/8659,0.999942037741156,0.999999999706984,0.929643696598644,10507/5361,2
hsa04020,Calcium signaling pathway - Homo sapiens (human),4/564,253/8659,0.999964191406762,0.999999999706984,0.929643696598644,4772/7416/952/84876,4
hsa04261,Adrenergic signaling in cardiomyocytes - Homo sapiens (human),1/564,154/8659,0.999971576022992,0.999999999706984,0.929643696598644,5501,1
hsa05225,Hepatocellular carcinoma - Homo sapiens (human),1/564,168/8659,0.999989131571749,0.999999999706984,0.929643696598644,2885,1
hsa05206,MicroRNAs in cancer - Homo sapiens (human),5/564,310/8659,0.999992851259872,0.999999999706984,0.929643696598644,1786/6541/2885/1545/8660,5
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),4/564,297/8659,0.999997316547531,0.999999999706984,0.929643696598644,4982/3459/943/970,4
hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human),2/564,367/8659,0.999999999706984,0.999999999706984,0.929643696598644,1511/5029,2
