ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:1902107,positive regulation of leukocyte differentiation,26/1107,184/18903,2.72395464851841e-05,0.000824969122122718,0.000645884464629147,ARID1A/TYROBP/SASH3/ACTL6A/TGFB1/CD4/ANXA1/RB1/PTPRC/HCLS1/EVI2B/SYK/SMARCA2/STAT5B/BTK/PPP3CA/RIPK1/IL18/CASP8/ARID2/PBRM1/SMARCC2/INPP5D/SMARCD2/SMARCD1/BRD7,26
BP,GO:1903708,positive regulation of hemopoiesis,26/1107,184/18903,2.72395464851841e-05,0.000824969122122718,0.000645884464629147,ARID1A/TYROBP/SASH3/ACTL6A/TGFB1/CD4/ANXA1/RB1/PTPRC/HCLS1/EVI2B/SYK/SMARCA2/STAT5B/BTK/PPP3CA/RIPK1/IL18/CASP8/ARID2/PBRM1/SMARCC2/INPP5D/SMARCD2/SMARCD1/BRD7,26
BP,GO:0042060,wound healing,48/1107,442/18903,2.77587591097885e-05,0.00083591717773795,0.000654455911547765,PLSCR1/CHMP2A/VPS4B/F13A1/TIMP1/TGFB1/APOE/ANXA1/ITGB1/GPX1/ANXA2/LYN/ANXA6/ITGA5/ANXA5/F5/PLCG2/VCL/CSRP1/NF1/PRDX2/MYH9/CDKN1A/PRCP/SYK/CRK/PLA2G4A/GNAQ/RAP2B/HBB/PRKCD/PPP3CA/AHNAK/ILK/DGKZ/PLEC/ANO6/CD109/CLASP1/FERMT3/DGKH/CORO1B/CHMP4B/AK3/CHMP3/TLN1/F11R/ARFGEF1,48
BP,GO:0002090,regulation of receptor internalization,13/1107,59/18903,2.88377568289276e-05,0.00085567480251689,0.000669924542506769,SDCBP/FLOT1/ANXA2/CD63/PLCG2/ARRB2/SYK/NUMB/FMR1/SCYL2/ANKRD13A/TBC1D5/AP2M1,13
BP,GO:1903078,positive regulation of protein localization to plasma membrane,13/1107,59/18903,2.88377568289276e-05,0.00085567480251689,0.000669924542506769,PDPK1/ITGB1/LGALS3/ATP2B4/AKT1/KIF5B/PTPN9/ARF6/RHOG/ATP2C1/SPTBN1/PLS1/NKD2,13
BP,GO:0048284,organelle fusion,23/1107,153/18903,2.88992055944384e-05,0.00085567480251689,0.000669924542506769,STX7/CHMP2A/OPA1/USO1/TOM1/SNAP29/ANXA1/ANXA2/GNAI3/CORO1A/PIP4K2A/RAB13/STX17/STX5/EEA1/SAMD9/SEPTIN8/NKD2/VPS39/VPS11/CHMP4B/VTI1B/CHMP3,23
BP,GO:0090132,epithelium migration,42/1107,369/18903,2.9216760042433e-05,0.000860271267916084,0.00067352320518872,LGALS8/GIPC1/PDPK1/ROCK2/TGFB1/APOE/ANXA1/ITGB1/GPX1/PFN1/RRAS/PLCG2/NF1/SP100/ATP2B4/GRN/CORO1A/AKT1/MYH9/ID1/STAT5A/PRCP/PXN/RAB13/MECP2/ARF6/ADAM9/ROCK1/PTK2B/MAPRE2/PKN1/PKN2/KANK2/CLASP1/P2RX4/CORO1B/PRKD2/GLIPR2/DOCK5/HDAC6/SH3BP1/CAPN7,42
BP,GO:2000045,regulation of G1/S transition of mitotic cell cycle,26/1107,185/18903,2.99640428295131e-05,0.000877400149151488,0.000686933741401225,ARID1A/CHEK2/ACTL6A/ANXA1/RB1/CCND3/AKT1/RDX/CDKN1A/CDKN2C/SMARCA2/AIF1/CDKN2D/CRADD/PSME1/ATM/CUL4B/KANK2/ARID2/SLFN11/PBRM1/CRLF3/SMARCC2/SMARCD2/SMARCD1/BRD7,26
BP,GO:1902115,regulation of organelle assembly,28/1107,207/18903,3.06772764936632e-05,0.000893349260529753,0.000699420612712669,SDCBP/CHMP2A/VPS4B/GSN/RALB/RDX/HTT/MAPK9/PIP4K2A/DNM2/DYNC1H1/NUMA1/RAB3GAP1/SEPTIN7/CCDC88A/PAN2/CEP135/CEP97/PDCD6IP/SCFD1/TSG101/VPS11/RAB3GAP2/CHMP4B/IL1RAP/SH3GLB1/CHMP3/WDR45,28
BP,GO:0033044,regulation of chromosome organization,32/1107,252/18903,3.11786908064241e-05,0.000902989405869112,0.000706968071089581,ARID1A/NDC80/SMC2/ACTL6A/RB1/ERCC1/PARP1/XRCC1/MAPK3/YLPM1/SMARCA2/ATM/NUMA1/NCAPH/NCAPD2/ARID2/PBRM1/XRN1/SPC24/SMARCC2/NEK7/RAD50/SMARCD2/USP7/SMARCD1/PNKP/NUF2/SPC25/BRD7/SMC4/TASOR/DYNC1LI1,32
BP,GO:0008360,regulation of cell shape,23/1107,154/18903,3.21256757607587e-05,0.000925359138760986,0.000724481772591024,DAPK3/WDR1/ANXA1/HEXB/RASA1/CORO1A/RDX/MYH9/CRK/RHOG/EPS8/ITGA7/PTK2B/SEPTIN7/FGD3/DNMBP/PEAK3/CYFIP1/ARHGAP18/PHIP/ARAP1/EPB41L3/F11R,23
BP,GO:0032869,cellular response to insulin stimulus,28/1107,208/18903,3.35111340700368e-05,0.000959222952629411,0.000750994414948389,MYO1C/PDPK1/USO1/GNAI2/PRKCB/RB1/PARP1/PKM/NCK1/PTPN1/PTPRA/ATP2B1/CCND3/AKT1/STAT1/PIP4K2A/GCLC/RAB13/PRKCD/RAB31/NCOA2/PCK2/DENND4C/CYFIP1/PHIP/OSBPL8/NUCKS1/MYO5A,28
BP,GO:0051348,negative regulation of transferase activity,34/1107,276/18903,3.36632960734095e-05,0.000959222952629411,0.000750994414948389,PDPK1/HEXIM1/APOE/GBA1/RB1/LYN/PTPRC/GSTP1/PRKAR1A/PRKAR2A/PTPN1/NF1/CBL/PRKAR2B/AKT1/CDKN1A/CDKN2C/PIP4K2A/CEBPA/GNAQ/CDKN2D/PRKCD/PTPRJ/MVP/PLEC/PPP2R5A/STK38/PKN1/PDCD4/DTX3L/AIDA/CDK5RAP3/TSG101/DUSP22,34
BP,GO:0016601,Rac protein signal transduction,11/1107,44/18903,3.3872485728601e-05,0.000960022322789227,0.000751620257484634,NF1/CRK/DNM2/AIF1/ARF6/RHOG/EPS8/CYFIP1/ABI2/SH3BP1/WASF2,11
BP,GO:0032456,endocytic recycling,16/1107,86/18903,3.42039183273786e-05,0.000964259399654822,0.000754937547852891,HGS/VPS26C/SNX3/RAB13/ARF6/ACAP2/RAB11B/GRIPAP1/CCDC93/VPS53/VPS35L/VPS52/MICALL1/VPS39/EHD2/SNX12,16
BP,GO:0007249,I-kappaB kinase/NF-kappaB signaling,35/1107,288/18903,3.45548819347667e-05,0.000968999334678643,0.000758648535710668,PDPK1/BRD4/ROCK2/PPM1B/UFL1/CD4/PRKCB/GSTP1/LGALS1/PLCG2/S100A4/CASP1/AKT1/PPM1A/STAT1/SIRPA/ATP2C1/BTK/ROCK1/RIPK1/TRIM25/CASP8/TNIP1/ECM1/MAVS/ZDHHC13/MIER1/CANT1/CARD19/RBCK1/AZI2/VAPA/TBK1/CARD8/RIPK3,35
BP,GO:0043434,response to peptide hormone,46/1107,421/18903,3.48400057646078e-05,0.000971852792381166,0.000760882563568333,MYO1C/INPPL1/PDPK1/AHCYL1/USO1/ROCK2/CA2/TIMP1/ANXA1/GNAI2/PRKCB/RB1/LYN/PARP1/LTA4H/PKM/NCK1/PTPN1/PTPRA/NFKB1/ATP2B1/JAK1/CCND3/AKT1/STAT3/STAT1/STAT5A/CRK/PIP4K2A/GCLC/PXN/RAB13/STAT5B/STAT2/PRKCD/ROCK1/RAB31/NCOA2/PCK2/DENND4C/VPS13C/CYFIP1/PHIP/OSBPL8/NUCKS1/MYO5A,46
BP,GO:0070507,regulation of microtubule cytoskeleton organization,23/1107,155/18903,3.56722575199318e-05,0.000989367023242735,0.00077459479754178,CHMP2A/VPS4B/EML2/STMN1/CLIP1/PAFAH1B1/MECP2/CLTC/ROCK1/DYRK1A/DCTN1/DYNC1H1/NUMA1/MAPRE2/MAP1S/TAOK1/CLASP1/CEP97/ARHGEF2/CHMP4B/HDAC6/SPAST/CHMP3,23
BP,GO:0070661,leukocyte proliferation,40/1107,348/18903,3.59444694981194e-05,0.000989367023242735,0.00077459479754178,CCDC88B/TYROBP/SASH3/GBA1/ANXA1/LYN/PTPRC/GSTP1/PRKAR1A/PPP3CB/NCK1/LGALS3/NF1/MAPK3/CCND3/CORO1A/PRDX2/CDKN1A/PSMB10/SYK/STAT5B/AIF1/PURA/PRKCD/BTK/PPP3CA/ATM/TCIRG1/IL18/PKN1/RASAL3/DOCK8/RASSF5/DOCK2/INPP5D/ARMC5/ITCH/AZI2/TBK1/RIPK3,40
BP,GO:0016042,lipid catabolic process,39/1107,336/18903,3.60278934878958e-05,0.000989367023242735,0.00077459479754178,FAAH/IDH1/LYPLA2/SGPL1/APOE/APOC2/GBA1/FUCA1/PCCA/HEXA/HEXB/ACADM/ACADS/PLCG2/SCP2/CPT2/AKT1/ETFB/ACAA2/PAFAH1B1/PLA2G4A/HSD17B4/HADHB/OXCT1/PLCB2/PLCB3/PRKCD/EHHADH/ASAH1/AUH/ACOX1/ETFDH/DECR1/PCK2/NCEH1/ABHD12/HSD17B11/HINT2/GDE1,39
BP,GO:0046395,carboxylic acid catabolic process,31/1107,243/18903,3.76832283973379e-05,0.00102949026033964,0.000806008064798187,FAAH/BCKDK/GSTZ1/GLS/GLUD1/PCCA/DBT/ACADM/BCKDHA/ACADS/SCP2/ATP2B4/CPT2/AKT1/HIBADH/HMGCL/ETFB/ACAA2/HNMT/HSD17B4/HADHB/ALDH6A1/EHHADH/AUH/ACOX1/ETFDH/DECR1/PCK2/KYAT3/MCCC1/NAGK,31
BP,GO:0090130,tissue migration,42/1107,374/18903,4.00621728930743e-05,0.00108886931452971,0.000852497087959509,LGALS8/GIPC1/PDPK1/ROCK2/TGFB1/APOE/ANXA1/ITGB1/GPX1/PFN1/RRAS/PLCG2/NF1/SP100/ATP2B4/GRN/CORO1A/AKT1/MYH9/ID1/STAT5A/PRCP/PXN/RAB13/MECP2/ARF6/ADAM9/ROCK1/PTK2B/MAPRE2/PKN1/PKN2/KANK2/CLASP1/P2RX4/CORO1B/PRKD2/GLIPR2/DOCK5/HDAC6/SH3BP1/CAPN7,42
BP,GO:0006904,vesicle docking involved in exocytosis,11/1107,45/18903,4.24782963133661e-05,0.00113649239478669,0.000889782129145803,EXOC5/EXOC3/RALB/RAB13/STXBP2/EXOC6/EXOC4/EXOC2/VPS11/VTI1B/EXOC7,11
BP,GO:0098927,vesicle-mediated transport between endosomal compartments,11/1107,45/18903,4.24782963133661e-05,0.00113649239478669,0.000889782129145803,SNX3/DNAJC13/MAPK3/CORO1A/RDX/MAP2K2/MAP2K1/EEA1/VPS11/SNX12/CHMP3,11
BP,GO:0018279,protein N-linked glycosylation via asparagine,8/1107,24/18903,4.26720729363303e-05,0.00113649239478669,0.000889782129145803,RPN2/MGAT1/DAD1/MGAT2/STT3B/MAGT1/UGGT1/UBE2J1,8
BP,GO:0036010,protein localization to endosome,8/1107,24/18903,4.26720729363303e-05,0.00113649239478669,0.000889782129145803,ROCK2/RDX/ARF6/ANKRD13A/MICALL1/DTX3L/AKAP11/PACSIN2,8
BP,GO:0048260,positive regulation of receptor-mediated endocytosis,12/1107,53/18903,4.36930145202601e-05,0.00115786488478689,0.000906515069678239,ANXA2/CD63/PLCG2/CBL/ARRB2/SYK/DNM2/FMR1/LDLRAP1/SCYL2/TBC1D5/AP2M1,12
BP,GO:0032103,positive regulation of response to external stimulus,49/1107,464/18903,4.72469789174391e-05,0.00124581586200213,0.000975373610330165,DNM1L/ADAM10/PLSCR1/AP1G1/TYROBP/HEXIM1/TGFB1/LYN/LGALS1/PLCG2/ALOX5AP/HMGB2/MAPK3/GRN/CASP1/SYK/CASP4/CEBPA/STAT5B/AIF1/CASP6/IFI35/BTK/CD47/EP300/NMI/RIPK1/IL16/IL18/PTK2B/TNIP1/IFI16/ANO6/PDCD4/MAVS/STING1/PARP9/DDX60/MCU/NECTIN2/CREBBP/P2RX4/CDK19/PRKD2/WNK1/SWAP70/TBK1/STAP1/STK24,49
BP,GO:0007159,leukocyte cell-cell adhesion,45/1107,414/18903,4.78974664379924e-05,0.00125671570357109,0.000983907309528744,CCDC88B/ARID1A/SASH3/STK10/ACTL6A/CD4/ANXA1/ITGB1/YES1/LYN/PTPRC/ITGA5/LGALS1/PRKAR1A/PECAM1/NCK1/LGALS3/CORO1A/AKT1/PRDX2/SYK/SMARCA2/STAT5B/AIF1/SIRPA/PPP3CA/CD47/ROCK1/IL18/FLOT2/TNIP1/ARID2/PBRM1/FERMT3/RASAL3/DOCK8/SMARCC2/SMARCD2/SMARCD1/ITCH/WNK1/BRD7/DUSP22/PAG1/F11R,45
BP,GO:0072593,reactive oxygen species metabolic process,30/1107,235/18903,4.93145198786211e-05,0.00128752194756991,0.00100802612061978,TYROBP/TGFB1/GNAI2/GPX1/GNAI3/GSTP1/ITGAM/G6PD/NCF1/NQO1/PLCG2/GPX3/PRDX5/PRDX2/CDKN1A/PRCP/SYK/HBB/PRKCD/NNT/RIPK1/PTK2B/ACOX1/NCF4/CYB5R4/PREX1/GBF1/DHRS4/HDAC6/RIPK3,30
BP,GO:1902806,regulation of cell cycle G1/S phase transition,28/1107,213/18903,5.15594791524108e-05,0.00133953548778322,0.00104874853879672,ARID1A/CHEK2/ACTL6A/ANXA1/RB1/PLCG2/ATP2B4/CCND3/AKT1/RDX/CDKN1A/CDKN2C/SMARCA2/AIF1/CDKN2D/CRADD/PSME1/ATM/CUL4B/KANK2/ARID2/SLFN11/PBRM1/CRLF3/SMARCC2/SMARCD2/SMARCD1/BRD7,28
BP,GO:0051310,metaphase plate congression,14/1107,71/18903,5.36389908660994e-05,0.00137821883456418,0.00107903448775611,NDC80/CHMP2A/VPS4B/CENPC/DCTN2/DYNC1H1/NUMA1/MAP1S/RMDN1/CHAMP1/NUF2/CHMP4B/EML4/CHMP3,14
BP,GO:2000379,positive regulation of reactive oxygen species metabolic process,14/1107,71/18903,5.36389908660994e-05,0.00137821883456418,0.00107903448775611,TYROBP/TGFB1/GNAI2/GNAI3/GSTP1/ITGAM/PLCG2/CDKN1A/SYK/PRKCD/RIPK1/PTK2B/DHRS4/RIPK3,14
BP,GO:0045739,positive regulation of DNA repair,20/1107,128/18903,5.38285469348653e-05,0.00137821883456418,0.00107903448775611,SMCHD1/ARID1A/ACTL6A/PARP1/XRCC1/SMARCA2/ARID2/POGZ/HDGFL2/PBRM1/PARP9/SMARCC2/DTX3L/SMARCD2/SMARCD1/EP400/PNKP/BRD7/BABAM1/TRRAP,20
BP,GO:0031349,positive regulation of defense response,36/1107,307/18903,5.73098031680385e-05,0.0014602978691856,0.00114329576967818,PLSCR1/AP1G1/TYROBP/HEXIM1/LYN/LGALS1/PLCG2/ALOX5AP/HMGB2/MAPK3/GRN/CASP1/SYK/CASP4/CEBPA/STAT5B/CASP6/IFI35/BTK/CD47/EP300/NMI/RIPK1/IL16/IL18/TNIP1/IFI16/PDCD4/MAVS/STING1/PARP9/NECTIN2/CREBBP/CDK19/TBK1/STAP1,36
BP,GO:0070997,neuron death,41/1107,368/18903,5.89728154259973e-05,0.00149548287922386,0.00117084280236354,APAF1/RAB29/TYROBP/STAMBP/APOE/GBA1/NR3C1/RB1/POLB/GPX1/PARP1/ITGAM/G6PD/NQO1/CAPN2/RASA1/NF1/CBL/GRN/CORO1A/AKT1/ARRB2/MAP2K4/GCLC/MECP2/TMBIM6/CASP7/GFER/ATM/ROCK1/PICALM/NAE1/PTK2B/CASP8/OXR1/AGAP2/ADNP/CHMP4B/NMNAT1/CTSZ/TBK1,41
BP,GO:0018196,peptidyl-asparagine modification,8/1107,25/18903,5.95440389766904e-05,0.00149565595533867,0.00117097830703973,RPN2/MGAT1/DAD1/MGAT2/STT3B/MAGT1/UGGT1/UBE2J1,8
BP,GO:1903077,negative regulation of protein localization to plasma membrane,8/1107,25/18903,5.95440389766904e-05,0.00149565595533867,0.00117097830703973,TGFB1/NUMB/CLTC/PICALM/PPP2R5A/TMBIM1/AP2M1/HECTD1,8
BP,GO:0010506,regulation of autophagy,39/1107,344/18903,6.06303866170011e-05,0.00151575966542503,0.0011867178949564,DNM1L/DAPK3/TOM1/UFL1/BAG3/GBA1/CAPNS1/CAPN1/PSAP/GNAI3/RALB/ATP6V1B2/ATP6V1C1/MAPK3/AKT1/ATP6V1E1/ATP6V1A/STAT3/HTT/NEDD4/PIP4K2A/DAP/ATP6V0D1/EP300/ATM/ROCK1/RAB3GAP1/IFI16/VPS13C/STING1/SCFD1/EXOC4/RAB3GAP2/CHMP4B/HDAC6/TBK1/EXOC7/SH3GLB1/WDR45,39
BP,GO:0097284,hepatocyte apoptotic process,7/1107,19/18903,6.26174679274272e-05,0.00155808723011908,0.001219856973412,GSN/RB1/CASP6/ARF6/STK4/STK3/DNMT3A,7
BP,GO:0038093,Fc receptor signaling pathway,12/1107,55/18903,6.44739685515283e-05,0.00159678520244439,0.00125015437299619,MYO1G/YES1/LYN/PTPRC/PLCG2/SYK/MAPK9/MAP2K4/PRKCD/BTK/CD47/PTPRJ,12
BP,GO:0030099,myeloid cell differentiation,44/1107,407/18903,6.5760734977602e-05,0.00162107858316879,0.00126917413601815,DNASE2/TYROBP/WDR1/UFL1/PTBP3/TGFB1/CD4/GBA1/RB1/ANXA2/LYN/PARP1/G6PD/ACTN1/HCLS1/NF1/HMGB2/EVI2B/MYH9/STAT3/STAT1/PAFAH1B1/PIP4K2A/CEBPA/RASSF2/STAT5B/FLI1/PPP3CA/EP300/TCIRG1/RIPK1/PTK2B/NCOA6/LBR/CASP8/IFI16/CD109/MAEA/ABI1/SLC25A40/INPP5D/CDK5RAP3/TMOD3/WASF2,44
BP,GO:0071900,regulation of protein serine/threonine kinase activity,43/1107,395/18903,6.75694973942018e-05,0.00165795526013551,0.00129804560783598,HGS/HEXIM1/TGFB1/APOE/GBA1/RB1/LYN/PTPRC/GSTP1/PRKAR1A/RALB/PRKAR2A/PTPN1/NF1/ATP2B4/CCND3/CDC25C/PRKAR2B/AKT1/ACSL1/MAP2K2/CDKN1A/CDKN2C/HTT/SYK/IQGAP1/CEBPA/CDKN2D/MAP2K1/PRKCD/PTPRJ/STK4/STK3/ADAM9/PTK2B/STK38/PDCD4/RICTOR/TAOK1/AIDA/CDK5RAP3/TSG101/TAOK3,43
BP,GO:0048525,negative regulation of viral process,16/1107,91/18903,6.99777665281661e-05,0.00170913438985843,0.00133811474971638,PLSCR1/SNX3/HEXIM1/GSN/EIF2AK2/STAT1/RNASEL/TRIM25/TNIP1/IFI16/LARP7/PARP10/MAVS/FAM111A/APOBEC3B/TASOR,16
BP,GO:0051303,establishment of chromosome localization,15/1107,82/18903,7.30995150488354e-05,0.00177719004476526,0.0013913968533197,NDC80/CHMP2A/VPS4B/CENPC/ATM/DCTN2/DYNC1H1/NUMA1/MAP1S/RMDN1/CHAMP1/NUF2/CHMP4B/EML4/CHMP3,15
BP,GO:0030032,lamellipodium assembly,14/1107,73/18903,7.38538651235186e-05,0.00178252062093203,0.00139557026568303,ARPC2/SRGAP2/ITGB1/NCK1/VCL/CAPZB/DNM2/ACTR3/TWF1/ARHGEF6/CCDC88A/CYFIP1/ABI2/WASF2,14
BP,GO:0009062,fatty acid catabolic process,17/1107,101/18903,7.43277466464112e-05,0.00178252062093203,0.00139557026568303,FAAH/PCCA/ACADM/ACADS/SCP2/CPT2/AKT1/ETFB/ACAA2/HSD17B4/HADHB/EHHADH/AUH/ACOX1/ETFDH/DECR1/PCK2,17
BP,GO:0150115,cell-substrate junction organization,17/1107,101/18903,7.43277466464112e-05,0.00178252062093203,0.00139557026568303,DAPK3/ROCK2/ITGA5/ACTN1/VCL/PTPRA/LIMS1/ARF6/PTPRJ/ROCK1/PTK2B/PLEC/MAPRE2/CLASP1/SLK/DUSP22/TLN1,17
BP,GO:0010038,response to metal ion,40/1107,360/18903,7.66733478571192e-05,0.00183048983622852,0.00143312630276322,PLSCR1/AHCYL1/CPNE3/ERCC1/PARP1/LTA4H/G6PD/ALAD/NCF1/NQO1/PLCG2/ALOX5AP/MAPK3/PPIF/GDI1/AKT1/ADD1/NUDT1/MAPK9/NEDD4/IQGAP1/GCLC/GSS/CEBPA/ANXA11/ADCY7/PPP3CA/ADAM9/TCIRG1/STIM1/PTK2B/CASP8/SLC25A24/NEK7/NDRG1/CPNE2/P2RX4/GPHN/CLIC4/DNMT3A,40
BP,GO:0030071,regulation of mitotic metaphase/anaphase transition,16/1107,92/18903,8.01746604246653e-05,0.00189714743645034,0.00148531384200342,ARID1A/NDC80/ACTL6A/RB1/SMARCA2/ATM/ARID2/PBRM1/SPC24/SMARCC2/SMARCD2/SMARCD1/NUF2/SPC25/BRD7/DYNC1LI1,16
BP,GO:0071985,multivesicular body sorting pathway,11/1107,48/18903,8.04485569698102e-05,0.00189714743645034,0.00148531384200342,HGS/CHMP2A/VPS4B/STAM2/VPS36/PDCD6IP/TSG101/UBXN6/CHMP4B/VPS37B/CHMP3,11
BP,GO:0002433,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,8/1107,26/18903,8.16131350020144e-05,0.00189714743645034,0.00148531384200342,MYO1G/YES1/LYN/PTPRC/SYK/PRKCD/CD47/PTPRJ,8
BP,GO:0007064,mitotic sister chromatid cohesion,8/1107,26/18903,8.16131350020144e-05,0.00189714743645034,0.00148531384200342,RB1/CHTF8/SMC1A/NIPBL/POGZ/DSCC1/PDS5B/SMC3,8
BP,GO:0038096,Fc-gamma receptor signaling pathway involved in phagocytosis,8/1107,26/18903,8.16131350020144e-05,0.00189714743645034,0.00148531384200342,MYO1G/YES1/LYN/PTPRC/SYK/PRKCD/CD47/PTPRJ,8
BP,GO:1904353,regulation of telomere capping,8/1107,26/18903,8.16131350020144e-05,0.00189714743645034,0.00148531384200342,ERCC1/XRCC1/MAPK3/ATM/NEK7/RAD50/USP7/PNKP,8
BP,GO:0002431,Fc receptor mediated stimulatory signaling pathway,9/1107,33/18903,8.41629656714426e-05,0.00192539104894564,0.00150742631875744,MYO1G/PLSCR1/YES1/LYN/PTPRC/SYK/PRKCD/CD47/PTPRJ,9
BP,GO:1905476,negative regulation of protein localization to membrane,9/1107,33/18903,8.41629656714426e-05,0.00192539104894564,0.00150742631875744,TGFB1/GDI1/NUMB/CLTC/PICALM/PPP2R5A/TMBIM1/AP2M1/HECTD1,9
BP,GO:0032507,maintenance of protein location in cell,13/1107,65/18903,8.43870657823618e-05,0.00192539104894564,0.00150742631875744,CD4/GSN/TXN/HK1/SP100/AKT1/TWF1/MORC3/CCDC88A/VPS13C/TOPORS/SUN2/ARL2BP,13
BP,GO:0140029,exocytic process,15/1107,83/18903,8.44628846698446e-05,0.00192539104894564,0.00150742631875744,EXOC5/EXOC3/SNAP29/LYN/RALB/SYK/RAB13/BTK/STXBP2/EXOC6/EXOC4/EXOC2/VPS11/VTI1B/EXOC7,15
BP,GO:2001233,regulation of apoptotic signaling pathway,41/1107,374/18903,8.46958389978643e-05,0.00192539104894564,0.00150742631875744,DNM1L/APAF1/OPA1/LMNA/GNAI2/RB1/GPX1/PTPRC/GNAI3/GSTP1/PARP1/NCK1/LGALS3/PTPN1/NF1/SP100/HMGB2/PPIF/AKT1/PRDX2/ARRB2/CTNNA1/ACAA2/HTT/MAPK9/GCLC/TMBIM6/CDKN2D/CRADD/PRKCD/STK4/STK3/RIPK1/PHIP/MADD/ARHGEF2/TMBIM1/USP47/RBCK1/GHITM/RIPK3,41
BP,GO:0031647,regulation of protein stability,37/1107,325/18903,8.50078312176002e-05,0.00192539104894564,0.00150742631875744,NDC80/GIPC1/TYROBP/CRTAP/FLOT1/BAG3/CHEK2/LMNA/GSN/PFN1/H1-5/GRN/VHL/USP8/PEX19/HTT/GNAQ/RASSF2/RAD23A/DAD1/PRKCD/EP300/ASPH/STK4/STK3/MORC3/FLOT2/AAK1/P3H1/GOLGA7/CREBBP/USP9X/USP7/USP47/VPS11/HDAC6/SH3GLB1,37
BP,GO:0018105,peptidyl-serine phosphorylation,36/1107,313/18903,8.55384542938349e-05,0.00192916513939287,0.00151038112800133,PDPK1/ROCK2/CHEK2/TGFB1/PRKCB/TXN/TOP1/HCLS1/NCK1/ATP2B4/AKT1/ARRB2/MAP2K2/SYK/MAPK9/RASSF2/RPS6KA3/PRKCD/STK4/ATM/ILK/ROCK1/RIPK1/DYRK1A/MORC3/STK38/PKN1/PKN2/RICTOR/NEK7/MASTL/PRKD2/WNK1/HDAC6/TBK1/STK38L,36
BP,GO:0006801,superoxide metabolic process,14/1107,74/18903,8.62431237159501e-05,0.0019368159139599,0.00151637106908241,TYROBP/TGFB1/GNAI2/GNAI3/GSTP1/ITGAM/NCF1/NQO1/PRDX2/SYK/PRKCD/NCF4/CYB5R4/PREX1,14
BP,GO:0030705,cytoskeleton-dependent intracellular transport,27/1107,208/18903,8.66296980847792e-05,0.0019372886069592,0.00151674114967888,CCDC88B/MYO1G/MYO1C/MYO1F/ACTN4/OPA1/KIF4A/STAU1/BAG3/RAB6A/KIF5B/HTT/PAFAH1B1/PURA/DYNC1H1/FLOT2/CCDC88A/MAP1S/RHOT1/ACTR10/COPG2/HDAC6/SPAST/SUN2/MYO6/MYO5A/COPG1,27
BP,GO:0006631,fatty acid metabolic process,43/1107,400/18903,9.016051870178e-05,0.00200777625680434,0.00157192730969667,PEDS1/FAAH/GNPAT/ERLIN2/LYPLA2/SGPL1/APOC2/ANXA1/PCCA/EPHX1/GPX1/GSTP1/ACADM/AKR1B1/ACADS/ALOX5AP/MMUT/SCP2/CPT2/TBXAS1/PRKAR2B/AKT1/ACSL1/ETFB/ACAA2/PLA2G4A/ALDH3A2/HSD17B4/HADHB/EHHADH/ASAH1/AUH/PTGR1/ACOX1/ETFDH/DECR1/PCK2/ACOT1/AACS/ABHD12/ACOT11/ACSF2/ACAD9,43
BP,GO:0032509,endosome transport via multivesicular body sorting pathway,10/1107,41/18903,9.64169351662508e-05,0.00212037243311672,0.00166008105885722,HGS/CHMP2A/VPS4B/STAM2/VPS36/TSG101/UBXN6/CHMP4B/VPS37B/CHMP3,10
BP,GO:0042119,neutrophil activation,10/1107,41/18903,9.64169351662508e-05,0.00212037243311672,0.00166008105885722,TYROBP/ANXA1/ITGAM/GRN/SYK/PRKCD/IL18/STXBP2/PREX1/PRAM1,10
BP,GO:0045454,cell redox homeostasis,10/1107,41/18903,9.64169351662508e-05,0.00212037243311672,0.00166008105885722,GSR/GPX1/TXN/NQO1/PRDX5/PRDX2/GCLC/SELENOT/ERP44/TXNRD2,10
BP,GO:1901987,regulation of cell cycle phase transition,47/1107,453/18903,0.000102630035994912,0.00224768260650013,0.00175975468417548,ARID1A/NDC80/BRD4/VPS4B/TIPRL/CHEK2/ACTL6A/ANXA1/RB1/PLCG2/ATP2B4/CCND3/CDC25C/AKT1/RDX/CDKN1A/CDKN2C/SMARCA2/MECP2/AIF1/CDKN2D/CRADD/PSME1/ATM/NAE1/CUL4B/KANK2/ARID2/TAOK1/SLFN11/PBRM1/CRLF3/SPC24/SMARCC2/RAD50/SMARCD2/SMARCD1/CDK5RAP3/USP47/MUS81/NUF2/TAOK3/SPC25/BRD7/BABAM1/TMOD3/DYNC1LI1,47
BP,GO:2001022,positive regulation of response to DNA damage stimulus,23/1107,166/18903,0.000105256945607172,0.00229572762023872,0.00179737006533884,SMCHD1/ARID1A/ACTL6A/PARP1/XRCC1/SMARCA2/PRKCD/FMR1/ATM/ARID2/POGZ/HDGFL2/PBRM1/PARP9/SMARCC2/DTX3L/SMARCD2/SMARCD1/EP400/PNKP/BRD7/BABAM1/TRRAP,23
