"","Protein.Names","Protein.Group","Protein.Ids","Genes","First.Protein.Description","D1","D2","D3","D4","WT1","WT2","WT3","WT4","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"336","AP4M1_HUMAN","O00189","O00189","AP4M1","AP-4 complex subunit mu-1",264008,271031.592443436,325463.887041044,252296.824237298,288205.452871132,252600.473940367,294308.480034054,254630.962052348,0.0522398098070624,18.0428802075864,0.582600403499767,0.578063673783803,0.691638847288323,-7.28734935409037
"337","AP4S1_HUMAN","Q9Y587","Q9Y587","AP4S1","AP-4 complex subunit sigma-1",114964,95256.9057017083,126806.921417461,107289.149815914,91827.1525579801,97893.5216312406,102762.337255072,108234.358427927,0.16732485379152,16.6607122625274,1.86859106601179,0.103005447086013,0.200380986477752,-5.86151560563834
"338","AP5B1_HUMAN","Q2VPB7","Q2VPB7","AP5B1","AP-5 complex subunit beta-1",173792,155068.613279496,170797.700714393,163147.02934515,163938.78889791,166974.011955014,193162.017255542,179829.079332884,-0.0603675005366426,17.3576653668484,-0.983599891298394,0.357415388736823,0.491879124679008,-6.96033077783441
"339","AP5M1_HUMAN","Q9H0R1","Q9H0R1","AP5M1","AP-5 complex subunit mu-1",217094,235174.893619953,219999.110503268,235687.979819532,201370.058127719,263294.395299388,206127.105908493,191251.731120989,0.11029079141003,17.7265287024033,1.10130893564686,0.306447143027376,0.443694797132054,-6.83939819892828
"340","AP5S1_HUMAN","Q9NUS5","Q9NUS5","AP5S1","AP-5 complex subunit sigma-1",102860,121570.715467198,103000.679184659,94494.2439762489,118456.46692768,109802.856047636,96143.7630628792,110881.533637927,-0.023258723856344,16.6831475135538,-0.255571378152498,0.80547787332209,0.873549477659271,-7.43879578137982
"341","AP5Z1_HUMAN","O43299","O43299","AP5Z1","AP-5 complex subunit zeta-1",366840,416542.632829144,359030.470274866,388428.294506746,365907.376312694,390909.131626488,407599.535906498,395705.797500234,-0.00224592732791962,18.5346391143315,-0.0396091719236732,0.969487983102537,0.983029441585922,-7.47484399754855
"342","APAF_HUMAN","O14727","O14727","APAF1","Apoptotic protease-activating factor 1",358741,364110.379126389,355298.690307213,353912.32934967,312505.159628558,311839.982582772,332843.361384006,330256.542681604,0.180035779384365,18.3496264142767,6.32444507102439,0.000361852553081446,0.0035280623925441,0.139644232294925
"343","APBA3_HUMAN","O96018","O96018","APBA3","Amyloid-beta A4 precursor protein-binding family A member 3",167309,141198.376715177,143964.474942645,151531.425228333,201362.89476923,166583.179539772,194745.942502777,201790.970593173,-0.313628451883762,17.3486163513468,-3.86353003299788,0.0059347641740869,0.0238954919958293,-2.90809026970569
"344","APBP2_HUMAN","Q92624","Q92624","APPBP2","Amyloid protein-binding protein 2",114089,144762.865185095,134345.179468378,120571.345235866,121630.037349885,138527.203053438,123890.756931395,123025.019323427,0.0387514590277185,16.9360143634,0.482541464088398,0.643843420527581,0.747649660961074,-7.34556296250805
"345","APC_HUMAN","P25054","P25054","APC","Adenomatous polyposis coli protein",125458,119867.468424821,125823.938858338,113688.197551188,124909.068144694,140620.145646213,145882.38922019,116392.173046575,-0.093696147499621,16.9236679293366,-1.1920753239384,0.271286977187312,0.406514636570073,-6.73958124079581
"346","APC1_HUMAN","Q9H1A4","Q9H1A4","ANAPC1","Anaphase-promoting complex subunit 1",900813.999999999,991311.507944774,945066.526620337,963769.930551879,1024755.43836271,966738.004409099,1020741.21752495,1046603.106867,-0.0666048051125543,19.8796631233843,-1.83712089863417,0.107911543960993,0.207272022558728,-5.90621102958539
"347","APC10_HUMAN","Q9UM13","Q9UM13","ANAPC10","Anaphase-promoting complex subunit 10",154444,157346.867757579,147453.001915888,166083.359018259,165166.360442165,177724.129543835,182424.355522494,168127.137091601,-0.124522062001141,17.3059316730253,-2.48672849374648,0.0411021384599794,0.100857054614648,-4.94728032573283
"348","APC11_HUMAN","Q9NYG5","Q9NYG5","ANAPC11","Anaphase-promoting complex subunit 11",61604.7000000001,50242.6001986587,59393.609398554,52032.715340223,51446.8912737833,59619.4732352076,50895.2044744543,58480.8180148543,0.0391752058679096,15.7350435081305,0.463353270284822,0.656884630554551,0.757753006800813,-7.35556066150171
"349","APC13_HUMAN","Q9BS18","Q9BS18","ANAPC13","Anaphase-promoting complex subunit 13",110008,120467.372086952,121277.917916373,138405.849436511,116701.047058904,88496.8658269563,118639.449506127,135175.678366235,0.130169029862557,16.8238157159887,0.982558135798548,0.357894242528481,0.492148722461505,-6.96135546713615
"350","APC16_HUMAN","Q96DE5","Q96DE5","ANAPC16","Anaphase-promoting complex subunit 16",611348.000000001,408912.119848454,377390.247576471,418590.652013206,429871.210188764,500236.703191387,470326.293030396,431159.028996791,-0.00896526051909063,18.7604696026906,-0.0578852579276302,0.955424502147003,0.975011586352995,-7.47383204206283
"351","APC4_HUMAN","Q9UJX5","Q9UJX5","ANAPC4","Anaphase-promoting complex subunit 4",1130500,1116425.32611609,1061622.63175064,1025077.85938791,1168660.47567188,1151512.19236217,1196909.77998241,1212772.1046974,-0.0983338579949979,20.0844163814262,-2.58901453379251,0.0353428979427414,0.0897626597842242,-4.7925476934166
"352","APC5_HUMAN","Q9UJX4","Q9UJX4","ANAPC5","Anaphase-promoting complex subunit 5",496563,503044.402563247,468339.940246699,466973.217623393,522345.467041351,516713.197947603,514561.07941973,526734.873232399,-0.0782925798613228,18.9120232795121,-2.42854721897067,0.0448005581157835,0.107732926239726,-5.03512054568448
"353","APC7_HUMAN","Q9UJX3","Q9UJX3","ANAPC7","Anaphase-promoting complex subunit 7",751335,778179.347541339,757506.730613704,732802.404401124,752110.152432104,749229.855066001,730455.87385929,764743.240500747,0.0387137452750608,19.4958271216427,1.67660640065796,0.136619244975691,0.247331433126362,-6.12963978387837
"354","APEX1_HUMAN","P27695","P27695","APEX1","DNA-(apurinic or apyrimidinic site) endonuclease",9340500.00000001,10032113.7829356,9499000.7757649,9630451.45606359,10904674.9996784,10631714.7185043,10672325.8334656,10836043.3579178,-0.128098929362821,23.2494853141202,-4.8509853469246,0.00174631614301108,0.0102431919684458,-1.58205248352947
"355","APH1A_HUMAN","Q96BI3","Q96BI3","APH1A","Gamma-secretase subunit APH-1A",287600,268669.432483962,239307.737389698,276032.101254747,293186.155074459,277401.275938085,301093.048049508,237771.796556651,-0.0218188553810528,18.0292950919939,-0.232843853568617,0.822407489070531,0.88324242447207,-7.44504986068893
"356","API5_HUMAN","Q9BZZ5","Q9BZZ5","API5","Apoptosis inhibitor 5",5310499.99999999,5221272.0907414,5451615.37157113,5387436.82746035,5384235.27012897,5288243.19520069,5443448.69372836,5502599.22911872,0.0150759954868533,22.3293704864621,0.790309310709913,0.454754267622655,0.583703745565318,-7.13558370215292
"357","APLP2_HUMAN","Q06481","Q06481","APLP2","Amyloid beta precursor like protein 2",402112,378523.322801503,387579.690629522,381729.332396704,478825.470618574,473720.498964237,476955.324499617,449270.788032567,-0.250616965167922,18.6787131089583,-7.58440037949438,0.000114806820096534,0.00168966666992473,1.39681794032766
"358","APMAP_HUMAN","Q9HDC9","Q9HDC9","APMAP","Adipocyte plasma membrane-associated protein",2960500,2906985.81865015,3066118.10933412,2974805.28753974,2761073.27647428,2821290.29320003,2744608.53782429,2845611.80353552,0.122237249617228,21.4325008719494,6.64213482000763,0.000266757442648993,0.00289757862148506,0.473738007262043
"359","APOA1_HUMAN","P02647","P02647","APOA1","Apolipoprotein A-I",1980500,1166711.75523123,3434555.42317795,1989811.08679777,2627435.72889726,1182403.73535536,1668171.35577332,977968.29932368,0.438422134180996,20.696145459474,1.07598703256397,0.31689148379745,0.452825640070727,-6.8662532636872
"360","APOB_HUMAN","P04114","P04114","APOB","Apolipoprotein B-100",636328,602372.745732564,751305.549089643,644275.91472078,622784.632344038,584004.016402668,686307.993117647,571019.997243366,0.122240953819677,19.2524340178262,1.48260026630246,0.180856836357781,0.301950991759055,-6.38732689029813
"361","APOBR_HUMAN","Q0VD83","Q0VD83","APOBR","Apolipoprotein B receptor",516250,507888.494715396,535306.163304311,500533.785018766,323612.107742251,320042.320261385,329836.341250036,332930.824561737,0.68234927821684,18.622336863435,29.8812199013078,8.97766816473187e-09,9.40346614054486e-06,10.8785140826322
"362","APOC2_HUMAN","P02655","P02655","APOC2","Apolipoprotein C-II",911764,1056082.75760225,1020752.5692962,994554.868683534,899433.738526102,823025.17085319,878413.358360179,884279.16967555,0.219260662148756,19.8029905743912,4.51518900275573,0.00260470521295389,0.0135348679102607,-2.01719902995486
"363","APOC3_HUMAN","P02656","P02656","APOC3","Apolipoprotein C-III",1150500,908260.263629019,1531774.04406017,1065270.54488486,1035231.47047191,789419.928157051,885417.493904473,728063.52868856,0.451174916037235,19.8874968598292,2.58279247529823,0.0356682030200903,0.0903036134472728,-4.80196729741894
"364","APOE_HUMAN","P02649","P02649","APOE","Apolipoprotein E",593362,433003.207290201,571746.260374416,503005.048709725,404386.399684523,339483.669294352,438037.246090721,404688.538057081,0.42670553867686,18.7683519332038,3.60112255892342,0.00841783337499319,0.0311389069112901,-3.28322757997458
"365","APOH_HUMAN","P02749","P02749","APOH","Beta-2-glycoprotein 1",258129,196826.748868516,272983.600032978,229950.246559515,158771.913030973,181453.477184528,229999.695883777,142777.977819222,0.462663418455953,17.6174382634325,2.76643411584441,0.0272534960162235,0.0746721348247199,-4.5239069911605
"366","APOL2_HUMAN","Q9BQE5","Q9BQE5","APOL2","Apolipoprotein L2",131354,114627.153367211,105758.380042943,125245.532302672,119150.672910157,95927.395099106,109210.284054085,132149.106304308,0.0923420492160503,16.8034360888634,0.826191534265079,0.435392215226056,0.565997520777642,-7.10539842625079
"367","APT_HUMAN","P07741","P07741","APRT","Adenine phosphoribosyltransferase",8820500.00000001,10565598.1657873,8894262.31482189,9881837.27122493,11419942.6516273,11045401.5429988,11186232.439862,12194129.6620224,-0.23425730139655,23.2861848551042,-3.54185583202994,0.00912204035577393,0.0329634302062762,-3.36914063581837
"368","APTX_HUMAN","Q7Z2E3","Q7Z2E3","APTX","Aprataxin",250738,285708.31829718,247304.478661578,224365.215814983,277478.615481663,333661.404761538,300295.93287392,301019.127904328,-0.242551040541471,18.0494752425232,-2.90625335800429,0.0222523816803194,0.0642087613066123,-4.31262810277147
"369","AQR_HUMAN","O60306","O60306","AQR","RNA helicase aquarius",1790500,1830559.57079229,1777158.65976086,1768709.40699079,1949165.84151122,1872666.68220186,1883387.54528032,1940360.41210678,-0.0635127952223797,20.7933710421112,-2.85312317896731,0.0240286425520806,0.0681276129898897,-4.39282943208599
"370","AR13B_HUMAN","Q3SXY8","Q3SXY8","ARL13B","ADP-ribosylation factor-like protein 13B",142690,131181.416555851,72165.9816937135,101466.555250132,105818.909726589,145770.211042652,130592.657219636,107447.670857211,-0.140573400329369,16.7848250859528,-0.606639113442496,0.562848036933852,0.678750297170888,-7.27187569891547
"371","AR2BP_HUMAN","Q9Y2Y0","Q9Y2Y0","ARL2BP","ADP-ribosylation factor-like protein 2-binding protein",151444,146195.905572285,135571.733312687,150499.119229537,102599.103594733,89123.6813188242,98285.9824385263,102274.484506514,0.597524907251142,16.845549642479,10.1198258426729,1.71069742689189e-05,0.000511705404237366,3.46725011350341
"372","AR6P1_HUMAN","Q15041","Q15041","ARL6IP1","ADP-ribosylation factor-like protein 6-interacting protein 1",1350500,1337691.61234887,1347772.56577601,1326534.21933695,1343184.34633855,1408987.54125044,1381286.55522971,1410172.34921817,-0.0187048812618684,20.3528286982594,-0.94728666274959,0.374398404370417,0.507691714600315,-6.9955568025027
"373","AR6P4_HUMAN","Q66PJ3","Q66PJ3","ARL6IP4","ADP-ribosylation factor-like protein 6-interacting protein 4",1420500,1438271.97716782,1409102.57776469,1457172.53568453,1332917.08652215,1532609.59512775,1493980.95038644,1410172.34921817,0.0197993558214442,20.4278337695761,0.431718691059412,0.678664702041213,0.776645792939937,-7.37120720152004
"374","AR6P6_HUMAN","Q8N6S5","Q8N6S5","ARL6IP6","ADP-ribosylation factor-like protein 6-interacting protein 6",398914,384957.292056083,417469.701345613,432699.209425698,381862.050784957,337649.038943626,385272.522571063,390489.580665066,0.155201461865357,18.5509455257736,2.75061094727949,0.0278894531771919,0.0759886550335083,-4.547853915629
"375","ARAF_HUMAN","P10398","P04049;P10398;P15056","ARAF","Serine/threonine-protein kinase A-Raf",867620,866100.160718517,841826.164820335,889371.148665233,834425.575414683,823363.716950083,801321.706080479,868703.534653188,0.086480260474314,19.6702671878944,2.86815642026406,0.0235114124521464,0.066971902136417,-4.37012437585333
"376","ARAP1_HUMAN","Q96P48","Q96P48","ARAP1","Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",1400500,1428213.81651529,1449991.4113971,1386828.33337284,1250784.07041806,1285386.72796049,1258363.99220977,1285489.689306,0.185946697182235,20.3295778543314,10.7085503438462,1.16753534617904e-05,0.000413544403777039,3.87860081772916
"377","ARAP2_HUMAN;TM11D_HUMAN","O60235;Q8WZ64","O60235;Q8WZ64","ARAP2;TMPRSS11D","Transmembrane protease serine 11D",113907,133184.182949546,119686.919359681,133630.089528603,129925.548831098,120552.697731634,109726.554628259,127187.149446386,0.0616106558928493,16.8894212772334,0.844777769562022,0.425594093618296,0.557124780290903,-7.08932831823029
"378","ARBK1_HUMAN","P25098","P25098;P35626","GRK2","Beta-adrenergic receptor kinase 1",2300500,2353659.0041098,2278298.70431503,2311427.52128184,2432140.83920781,2419065.08539878,2477986.46496566,2429296.44904833,-0.04805052670023,21.1526135391852,-2.27730041292809,0.0560882849390856,0.127318670332314,-5.26243194429003
"379","ARC1A_HUMAN","Q92747","Q92747","ARPC1A","Actin-related protein 2/3 complex subunit 1A",993456,1035968.85728869,983489.310138284,1055222.32679639,1045494.22058983,1110325.99787884,1074016.72374045,1088139.47548073,-0.0577579948641507,19.9734714665396,-1.7836124106359,0.116773684863292,0.219647167115868,-5.98157504358654
"380","ARC1B_HUMAN","O15143","O15143","ARPC1B","Actin-related protein 2/3 complex subunit 1B",6450499.99999999,6660369.46140006,6568153.78587989,6533572.93065389,6218014.49951006,6341857.7929409,6264880.34266472,6524702.74584302,0.0804896314910941,22.5912206319886,4.29585964284817,0.00341233517796185,0.0162779710636411,-2.31028788768152
"381","ARCH_HUMAN","Q8IWT0","Q8IWT0","ZBTB8OS","Protein archease",523822,410857.443128797,640499.108202081,447538.217169449,434274.353856218,471258.681857858,433401.018018112,438890.045873408,0.192495869590861,18.8203392737738,1.49814068285069,0.176880314326938,0.29636345170135,-6.36726703170734
"382","ARF1_HUMAN;ARF3_HUMAN","P61204;P84077","P61204;P84077","ARF1;ARF3","ADP-ribosylation factor 3",10700500,11874187.3699123,11262273.7846979,10354448.1624073,9833056.90817902,10735133.5196051,10240674.7022317,10251151.4691077,0.137752820272787,23.3138226713003,2.97324691425254,0.0202075464989976,0.0596704514420662,-4.2116913914571
"383","ARF4_HUMAN","P18085","P18085","ARF4","ADP-ribosylation factor 4",2160500,2554863.54866628,2687513.47680111,2582802.75926446,2442418.85359288,2336572.86295154,2385704.62889204,2595802.49303198,0.0591832434113471,21.2054428869246,0.888806779328536,0.403014695770615,0.534921026319723,-7.05010227241186
"384","ARF5_HUMAN","P84085","P84085","ARF5","ADP-ribosylation factor 5",12100500,13283498.8761125,12287620.9883019,13069573.4472815,11729122.8486176,13217730.7848285,12316957.2077917,11985167.2395015,0.0768081247834047,23.5444228181164,1.55782514379099,0.162336825517661,0.27877374301995,-6.28923477802689
"385","ARF6_HUMAN","P62330","P62330","ARF6","ADP-ribosylation factor 6",3030500,2917046.70444651,2963785.48160854,3155735.31225894,2740512.90473119,2769716.3269201,2826654.60391142,2627025.44198659,0.168454271008212,21.4281297714531,4.49891718182527,0.00265677089604495,0.0137068636700073,-2.03870293214842
"386","ARFG1_HUMAN","Q8N6T3","Q8N6T3","ARFGAP1","ADP-ribosylation factor GTPase-activating protein 1",946643.000000001,947909.987450658,884014.047028758,880390.576456446,945475.073183415,985377.625845714,996851.19865953,998223.70612038,-0.0738537363795011,19.8283669799804,-1.99010334889689,0.086015553422931,0.175331119737818,-5.68664740563004
"387","ARFG2_HUMAN","Q8N6H7","Q8N6H7","ARFGAP2","ADP-ribosylation factor GTPase-activating protein 2",1930500,1951270.27335228,1930549.46390957,1959660.36899765,1969714.0402243,2016971.26718866,1965385.24083242,2033964.4545171,-0.00934809408904158,20.8832463251414,-0.525687790131372,0.615008761964787,0.72333080569872,-7.32170080052352
"388","ARFG3_HUMAN","Q9NP61","Q9NP61","ARFGAP3","ADP-ribosylation factor GTPase-activating protein 3",554578,584141.435416105,575955.308935741,590191.806333801,521464.957863987,505561.867511962,524812.947658366,534554.780435418,0.170429487124487,19.0403288972748,6.54623249334786,0.00029213429216405,0.00308191169805297,0.374165683252601
"389","ARFP1_HUMAN","P53367","P53367","ARFIP1","Arfaptin-1",1050500,1046025.78897026,913068.504470144,1055222.32679639,948240.429657753,965411.188109033,939752.142222625,915802.042585336,0.134722023473518,19.8740938643973,2.39695977786308,0.0469495126328572,0.111330474328625,-5.08273367085663
"390","ARFP2_HUMAN","P53365","P53365","ARFIP2","Arfaptin-2",611061,545508.717126664,585884.470150086,581679.583858889,722087.101416151,720869.272186015,637827.408182384,696992.914556544,-0.228936248235421,19.2512416265279,-4.49866179439102,0.00265759713964905,0.0137068636700073,-2.03904074501041
"391","ARFRP_HUMAN","Q13795","Q13795","ARFRP1","ADP-ribosylation factor-related protein 1",337295,316212.609091741,254515.428035467,245402.959521848,267953.470533152,351850.975765683,295574.627836879,333055.066625329,-0.0935613109223077,18.1611785516851,-0.700835472002126,0.505565228426722,0.627974941593294,-7.20588155625706
"392","ARG39_HUMAN","Q8N4T4","Q8N4T4","ARHGEF39","Rho guanine nucleotide exchange factor 39",34712.1,88641.760875656,504.527558657209,501.006220493509,505.463906564343,93774.4504802487,504.98645507369,507.952113758523,1.51554674973846,11.6032610702518,0.606094215018576,0.563190312732869,0.678887938929955,-7.27223271085508
"393","ARGAL_HUMAN;ARHGA_HUMAN","O15013;Q9HCE6","O15013;Q9HCE6","ARHGEF10;ARHGEF10L","Rho guanine nucleotide exchange factor 10",22550.3,18782.5996786257,504.527558657209,18902.9002784534,27387.6217764627,32168.9173531105,13719.6981733401,20707.4952214383,-1.46578520416872,13.6879058243399,-1.17830479732266,0.276395860478682,0.411571265123885,-6.75507136134095
"394","ARGI1_HUMAN","P05089","P05089","ARG1","Arginase-1",500,501.18929096248,504.527558657209,83458.1925293609,128075.770985134,506.127471892128,504.98645507369,507.952113758523,-0.148384616486458,10.8844002614069,-0.0596554849072566,0.95406312404177,0.97423410578306,-7.47371388621996
"395","ARGL1_HUMAN","Q9NWB6","Q9NWB6","ARGLU1","Arginine and glutamate-rich protein 1",1370500,1357807.46081157,1357993.95858895,1477271.08329502,1507478.46865425,1470796.02676833,1586195.59128802,1566064.7220891,-0.111028682326694,20.4512007261364,-2.81721746609212,0.02531293483254,0.0707196003614833,-4.44709235092688
"396","ARH_HUMAN","Q5SW96","Q5SW96","LDLRAP1","Low density lipoprotein receptor adapter protein 1",298238,310869.800529564,333249.926351773,306689.463713494,305545.360045469,289550.194943494,286403.173951003,285732.944832658,0.12272664532977,18.1799566488476,3.3496336923638,0.011878312997949,0.0402829745147835,-3.6505321114926
"397","ARH40_HUMAN","Q8TER5","Q8TER5","ARHGEF40","Rho guanine nucleotide exchange factor 40",626521,726763.631482369,776394.640171897,673140.001242826,473490.992977999,500982.013944351,553147.099978619,317205.848507549,0.654993790312187,19.0757695338892,3.75769057177314,0.00682491075429347,0.0266596940066488,-3.05833641602648
"398","ARHG1_HUMAN","Q92888","Q92888","ARHGEF1","Rho guanine nucleotide exchange factor 1",5590500.00000001,5885454.23116041,5513068.15171621,5759420.45586778,5723897.71514396,5825333.3514409,6028700.09167861,5971877.65485071,-0.018170806062237,22.4358083141234,-0.589878109568148,0.573432250842279,0.687443633612751,-7.28272454331592
"399","ARHG2_HUMAN","Q92974","Q92974","ARHGEF2","Rho guanine nucleotide exchange factor 2",1750500,1780264.33142894,1766933.27039,1788809.20615449,1610178.41320666,1604731.57732672,1637429.67405106,1649223.66345833,0.153539983422913,20.6686473982876,8.86073903723793,4.15466605098479e-05,0.000858084830586492,2.50570310735998
"400","ARHG6_HUMAN","Q15052","Q15052","ARHGEF6","Rho guanine nucleotide exchange factor 6",1070500,1076196.80431761,1092276.67931511,1055222.32679639,1012587.34319856,1038257.41840279,996049.487779511,1018146.86427595,0.107429895179482,19.9693362590297,6.04239977567096,0.000478897631232605,0.00424580100628472,-0.167419505218179
"401","ARHG7_HUMAN","Q14155","Q14155","ARHGEF7","Rho guanine nucleotide exchange factor 7",818878.999999999,879010.378749787,826678.450358762,855706.715964035,811004.291127408,840969.515688092,735346.678936728,789815.215495821,0.118333834957859,19.6183693584606,2.6135790791267,0.0340882974619977,0.0873289297663757,-4.75535400545903
"402","ARHGI_HUMAN","Q6ZSZ5","Q6ZSZ5","ARHGEF18","Rho guanine nucleotide exchange factor 18",986420.000000001,1005798.28756617,964622.444118064,980714.770642093,990686.032991403,960580.536436821,959471.896505015,976744.2878063,0.046646286066661,19.8746720271229,2.03699293892101,0.0802213193379378,0.166247233856913,-5.61830937250185
"403","ARI1_HUMAN","Q9Y4X5","Q9Y4X5","ARIH1","E3 ubiquitin-protein ligase ARIH1",616880,635127.692577374,613280.242939685,611530.301971399,601245.635214217,664027.200155496,616604.395075016,608838.090082193,0.020163691931117,19.2194528500355,0.570104412569273,0.586065813726215,0.69932124060304,-7.29516834606859
"404","ARI1A_HUMAN","O14497","O14497","ARID1A","AT-rich interactive domain-containing protein 1A",911938,922852.15545191,921523.991209429,898476.341431779,849111.270234525,861880.488678685,877439.829451778,868779.299017824,0.108133501707581,19.7365414734197,6.0386002495352,0.000480739627354962,0.00425183927999954,-0.171625180639394
"405","ARI1B_HUMAN","Q8NFD5","Q8NFD5","ARID1B","AT-rich interactive domain-containing protein 1B",1170500,1267287.06478675,1204685.26376869,1195900.07019514,1189190.45652004,1254490.07397979,1207151.80615863,1212772.1046974,0.0208362302508078,20.1841721329041,0.7042696225428,0.503549243569817,0.626084967585874,-7.20331770159475
"406","ARI2_HUMAN","O95376","O95376","ARIH2","E3 ubiquitin-protein ligase ARIH2",363053,381854.907333259,346352.036301027,349154.187463425,377250.911312068,376569.617670284,376693.144763634,373618.887969468,-0.03719950172826,18.4656437163463,-1.04565892903671,0.32977326197528,0.465200224257847,-6.89782265216281
"407","ARI3A_HUMAN","Q99856","Q99856","ARID3A","AT-rich interactive domain-containing protein 3A",1200500,1237114.14014071,1276226.00871796,1185851.47454122,1107074.35628823,1141215.36948432,1186667.89352932,1181610.7684912,0.114365431508777,20.1555816436823,3.84490901896284,0.00608175781385902,0.024406922983697,-2.93441694054689
"408","ARI4A_HUMAN","P29374","P29374","ARID4A","AT-rich interactive domain-containing protein 4A",289313,294387.233770264,272307.4921433,268881.917481601,271530.835030634,272309.326197735,279264.580651438,274623.318814002,0.0599025602646677,18.0605965380986,1.65372100109886,0.141257921883792,0.252980723803606,-6.16080307877369
"409","ARI4B_HUMAN","Q4LE39","P29374;Q4LE39","ARID4B","AT-rich interactive domain-containing protein 4B",277812,282762.093512931,306264.658542252,329036.030546038,256655.735705633,262175.271334818,303238.122109591,264991.411516733,0.162988873669249,18.0950156042326,2.23280248537296,0.0599296616414199,0.133742773098976,-5.3289138242444
"410","ARID2_HUMAN","Q68CP9","Q68CP9","ARID2","AT-rich interactive domain-containing protein 2",592851,585561.161324549,594726.590445822,582530.502915085,508494.407488173,505237.008773588,502108.510413078,490163.369519594,0.258629418084816,19.0280135494745,12.937326174095,3.20578585684819e-06,0.000217637239837138,5.25463306229509
"411","ARIP4_HUMAN","Q9Y4B4","Q9Y4B4","RAD54L2","Helicase ARIP4",181518,193211.585081692,179985.058578753,177139.933302373,186337.219855629,177093.182066473,185354.010866411,184103.706418638,0.0222659117875743,17.4598641796976,0.661477449688606,0.529037650303247,0.648737844616148,-7.23448024720088
"412","ARK2N_HUMAN","Q96B23","Q96B23","ARK2N","Protein ARK2N",245967,213036.496079971,245352.924734808,209667.191486583,263148.630111255,277797.632229829,253532.964242785,238309.721325194,-0.152536411923741,17.8644363935936,-2.09763912970568,0.0732957542052402,0.155107305261552,-5.52931475932905
"413","ARK72_HUMAN","O43488","O43488","AKR7A2","Aflatoxin B1 aldehyde reductase member 2",2790500.00000001,2585044.76476794,2810296.19364354,2713468.26421216,2791914.33465209,2872866.1038689,2775375.36056433,2751926.52804195,-0.00843147814268264,21.3696575858329,-0.277079729637476,0.789558219361641,0.86069593582509,-7.43235125414642
"414","ARK73_HUMAN","O95154","O95154","AKR7A3","Aflatoxin B1 aldehyde reductase member 3",4720500,4828815.76761656,4693784.01560198,4945088.78741239,5590086.97693099,5443162.55095309,5638521.85053806,5627730.57392749,-0.185039473911338,22.2739834520212,-7.1279869101665,0.000170841687526868,0.00221394225416423,0.961837398050019
"415","ARL1_HUMAN","P40616","P40616","ARL1","ADP-ribosylation factor-like protein 1",1500500,1699793.08453053,1306888.12592603,1366730.19930399,1445864.31463095,1512004.52053786,1760401.75586935,1576458.99004702,-0.0740374034754012,20.5045216572345,-0.747588193299605,0.478567857932755,0.604454700148658,-7.17004868090234
"416","ARL11_HUMAN","Q969Q4","Q969Q4","ARL11","ADP-ribosylation factor-like protein 11",260977,284908.18240195,268003.097826651,310036.193077867,349384.392874451,337337.790597574,330801.199527667,352398.890200298,-0.262012085298473,18.2181876764013,-4.6669147754542,0.00216981460615281,0.0118841614873592,-1.81854606011856
"417","ARL15_HUMAN","Q9NXU5","Q9NXU5","ARL15","ADP-ribosylation factor-like protein 15",128521,155960.015261049,153267.817495813,112629.881420771,110256.388500709,103465.840748068,100298.410359274,85536.0414823897,0.478686910591488,16.808760937376,3.84025530432577,0.00611910870227442,0.0244956232031819,-2.94100363610832
"418","ARL2_HUMAN","P36404","P36404","ARL2","ADP-ribosylation factor-like protein 2",1430500,1448330.16469997,1388658.80233185,1427024.88275752,1466401.8660869,1645947.00459408,1463244.72645939,1524489.40914214,-0.0685608775391806,20.4642552446622,-1.66521558935035,0.138909918433654,0.250488815040716,-6.14517426163491
"419","ARL3_HUMAN","P36405","P36405","ARL3","ADP-ribosylation factor-like protein 3",703609.999999999,497760.96414299,638205.874345058,581560.033279928,510540.301099091,544192.056673106,504370.903951845,497881.331173418,0.251225892262244,19.0597334097129,2.46697757604734,0.0423211879348902,0.103157895591295,-4.97711771127064
"420","ARL5B_HUMAN","Q96KC2","Q96KC2","ARL5B","ADP-ribosylation factor-like protein 5B",101641,118915.864803959,63663.1455638657,81083.4514755945,144795.944567653,158581.260669006,175203.164781551,160674.559766368,-0.818130244654725,16.8398563678901,-4.27956977042274,0.00348246909286965,0.0164838369198969,-2.33233368994673
"421","ARL8A_HUMAN","Q96BM9","Q96BM9","ARL8A","ADP-ribosylation factor-like protein 8A",351295,385505.18665884,437223.271926302,445880.72455895,343950.43947757,349048.506936267,302908.030524963,367585.301024598,0.27138803923134,18.4749866901301,3.06918687040042,0.0176180103829964,0.0538230217200539,-4.06760125648444
"422","ARL8B_HUMAN","Q9NVJ2","Q96BM9;Q9NVJ2","ARL8B","ADP-ribosylation factor-like protein 8B",2820500,2957290.37978097,2851225.50982821,2803930.19668228,2843317.41685885,2955391.15536876,2867679.06778532,2835201.93793608,0.0216904281177506,21.4239882853201,0.859127543972105,0.418137482182804,0.550294376568056,-7.07672134299461
"423","ARLY_HUMAN","P04424","P04424","ASL","Argininosuccinate lyase",263491,245176.939035511,235043.917744895,286447.632344473,180695.454759356,204014.24993911,188288.845938508,188224.540241921,0.458475335672286,17.7314606218609,6.49220942026597,0.000307613418677859,0.00318583676111252,0.317591244021143
