ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0000281,mitotic cytokinesis,25/2237,85/18903,1.04288432815234e-05,0.000314188755714931,0.000253379376976152,EXOC5/CHMP2A/EXOC3/ROCK2/VPS4B/KIF4A/STAMBP/STMN1/RASA1/CFL1/USP8/PLK1/SPTBN1/ROCK1/EXOC6/PDCD6IP/EXOC4/AURKB/EXOC2/CHMP4B/INCENP/SPAST/EXOC7/POLDIP2/CHMP3,25
BP,GO:0042326,negative regulation of phosphorylation,74/2237,381/18903,1.07558229307856e-05,0.000322403076233395,0.000260003864254556,MEN1/IPO5/PDPK1/RGS14/SPAG9/HEXIM1/IPO7/TGFB1/APOE/HMGCR/GBA1/RB1/NPM1/LYN/PTPRC/GSTP1/PRKAR1A/PRKAR2A/NCK1/PTPN1/NF1/TNFAIP3/CBL/WARS1/PRKAR2B/DNAJA1/AKT1/ARRB2/CDKN1A/STAT3/CDKN2C/QARS1/PIP4K2A/CEBPA/GNAQ/RASSF2/PLK1/CDKN2D/SIRPA/TFAP4/MLLT1/EIF4G1/PRKCD/PTPRJ/ROCK1/PWP1/FKBP8/MVP/PLEC/PPP2R5A/STK38/PKN1/PARP14/PDCD4/CEP85/CD109/GPD1L/LILRB4/CACTIN/PIBF1/SEMA4D/AIDA/CDK5RAP3/CDK5RAP1/TSG101/NIBAN1/DUSP22/SAMSN1/IBTK/CD300A/CHORDC1/STAP1/IRS2/EMILIN1,74
BP,GO:0032204,regulation of telomere maintenance,28/2237,101/18903,1.09921794808692e-05,0.000327832086527431,0.000264382121658357,ACTL6A/ERCC1/PARP1/XRCC1/MAPK3/PML/YLPM1/CCT8/ATM/ATR/XRN1/NEK7/NSMCE1/RAD50/UPF1/USP7/ACD/PINX1/AURKB/PNKP/GNL3/NAT10/DHX36/ACTR8/POT1/GNL3L/RUVBL2/RUVBL1,28
BP,GO:0016054,organic acid catabolic process,53/2237,247/18903,1.11150772183589e-05,0.000329063626272862,0.000265375304156911,FAAH/BCKDK/SLC27A2/GSTZ1/GCAT/GLS/GLUD1/OAT/PCCA/DBT/ACADM/BCKDHA/ACADS/GOT1/SCP2/AHCY/ATP2B4/CPT2/AKT1/HIBADH/SHMT2/CBS/HMGCL/ETFB/ACAA2/GNPDA1/HNMT/CPT1A/PEX5/HSD17B4/HADHB/SORD/ALDH6A1/EHHADH/AUH/BLMH/ACOX1/ETFDH/DECR1/TST/PCK2/TYSND1/ALDH1L2/SLC27A4/KYAT3/GPT2/NUDT8/GCDH/MCCC1/IL4I1/MTRR/NAGK/IRS2,53
BP,GO:1901988,negative regulation of cell cycle phase transition,57/2237,272/18903,1.11443620692241e-05,0.000329063626272862,0.000265375304156911,MEN1/CHEK1/NDC80/BUB1/TRIAP1/BUB1B/RAD1/CDC45/TIPRL/CHEK2/RB1/CCNB1/PML/CDKN1A/CASP2/CENPF/DNA2/PLK1/BLM/CDKN2D/CRADD/NSUN2/ATM/ATR/NAE1/TRIP13/SETMAR/PCID2/KANK2/TAOK1/SLFN11/CRLF3/METTL13/SPC24/RAD50/PSMG2/PINX1/SPDL1/THOC1/AURKB/CDK5RAP3/USP47/MUS81/UIMC1/CDC6/NUF2/TAOK3/CLSPN/SPC25/BRD7/INCENP/BABAM1/GTSE1/DTL/FEM1B/TELO2/DYNC1LI1,57
BP,GO:0009167,purine ribonucleoside monophosphate metabolic process,16/2237,42/18903,1.13268339325619e-05,0.000331156450195838,0.000267063074365357,PFAS/AK1/APRT/IMPDH2/IMPDH1/GART/PAICS/AK4/ADSL/ATIC/NT5C2/GMPS/AMPD2/PPAT/GUK1/AK3,16
BP,GO:0030488,tRNA methylation,16/2237,42/18903,1.13268339325619e-05,0.000331156450195838,0.000267063074365357,WDR4/NSUN2/TARBP1/TRMT5/THADA/TRMT10C/TRMT1L/TRMT44/TRMT2A/TRMT10A/NSUN6/GTPBP3/TRMT1/FTSJ1/TRMT6/MTO1,16
BP,GO:0072655,establishment of protein localization to mitochondrion,32/2237,123/18903,1.14341470806941e-05,0.000332655210411369,0.000268271758389659,AIP/PDCD5/TIMM23/TIMM44/TIMM8A/TOMM70/BAG3/TOMM40/HSPD1/HK1/DNAJA1/AKT1/BCAP31/HK2/NPEPPS/PMPCA/TIMM50/DNLZ/MTERF4/GRPEL2/MIPEP/BBC3/UBL5/VPS11/GRPEL1/HPS4/USP36/SAE1/SH3GLB1/TIMM8B/TIMM13/DNAJC15,32
BP,GO:0072659,protein localization to plasma membrane,59/2237,285/18903,1.16390876112228e-05,0.000335431989295404,0.000270511108114433,EXOC5/FYB1/STX7/PDPK1/ROCK2/FLOT1/TGFB1/ITGB1/LGALS3/FLNA/ATP2B4/AKT1/KIF5B/RDX/BSG/PTPN9/NSF/NUMB/CSRP3/RAB13/ARF6/RAP1A/RHOG/ATP2C1/CLTC/SPTBN1/ROCK1/PICALM/SQSTM1/RAB31/EFR3A/SCRIB/FLOT2/PLS1/PPP2R5A/SEC23A/CCDC88A/PREPL/GRIPAP1/LDLRAP1/DENND4C/CNST/PACS1/GOLGA7/PIGW/SYS1/NKD2/RILPL2/TMBIM1/AP2M1/PRAM1/VAMP8/GOPC/EHD2/VTI1B/HECTD1/EPB41L3/MYO5A/F11R,59
BP,GO:0071900,regulation of protein serine/threonine kinase activity,76/2237,395/18903,1.16426267556619e-05,0.000335431989295404,0.000270511108114433,MEN1/IPO5/HGS/RGS14/CCNT1/SASH1/HEXIM1/CCNB2/IPO7/TGFB1/APOE/HMGCR/GBA1/INSR/RB1/LYN/HSP90AB1/PTPRC/GSTP1/PRKAR1A/RALB/PRKAR2A/CCNB1/PTPN1/CCNA2/NF1/TNFAIP3/RPS3/ATP2B4/ERP29/CCND3/CDC25C/PRKAR2B/DNAJA1/AKT1/ACSL1/CKS2/CBS/MAP2K2/FLT3/CDKN1A/CDKN2C/HTT/SYK/IQGAP1/CEBPA/CDK7/PLK1/BLM/CDKN2D/TFAP4/MAP2K1/PRKCD/MEF2C/PTPRJ/STK4/STK3/ADAM9/PTK2B/STK38/PDCD4/RICTOR/TAOK1/AIDA/CDK5RAP3/CDK5RAP1/CDC6/TSG101/GTPBP4/TAOK3/INCENP/TLR9/BCCIP/CD300A/CHORDC1/TELO2,76
BP,GO:0090068,positive regulation of cell cycle process,55/2237,260/18903,1.18604054173918e-05,0.000340055585276427,0.000274239834390442,UBE2C/NDC80/GIPC1/PLSCR1/BRD4/ROCK2/ANKRD17/VPS4B/KLHL18/USP19/SMC2/CHEK2/ANXA1/INSR/RB1/NPM1/CCNB1/PLCG2/APEX1/CCND3/CDC25C/RRM2/AKT1/RDX/RANBP1/MECP2/AIF1/UBE2B/EIF4G1/CDC16/CUL4B/DYNC1H1/NUMA1/NCAPH/PKN2/PCID2/SASS6/CENPV/PHIP/RAD51AP1/THOC1/AURKB/ATAD5/SPAG5/PHB2/CDC6/INCENP/SMC4/TMOD3/DTL/SPAST/NSFL1C/POLDIP2/CHMP3/DYNC1LI1,55
BP,GO:0097193,intrinsic apoptotic signaling pathway,61/2237,298/18903,1.20300391770219e-05,0.000340430457154751,0.000274542152029912,DNM1L/APAF1/RRP8/TRIAP1/OPA1/URI1/CHEK2/CD74/ENO1/POLB/GPX1/P4HB/PARP1/NCK1/YBX3/CEBPB/DDX5/PTPN1/RPS3/PML/ERP29/PPIF/DNAJA1/AKT1/CDKN1A/MLH1/CASP2/BAG6/CASP4/BCAP31/TMBIM6/CASP6/CDKN2D/RPS7/EIF5A/CYCS/PLAUR/PRKCD/EP300/TRAP1/ATM/CUL1/PDK1/IFI16/CYP1B1/FIGNL1/ARHGEF2/CUL5/ATP2A3/ZNF622/USP47/ATAD5/MYBBP1A/BBC3/TOPORS/RRN3/NOC2L/HYOU1/RIPK3/STK24/IVNS1ABP,61
BP,GO:0000491,small nucleolar ribonucleoprotein complex assembly,8/2237,12/18903,1.21029193697814e-05,0.000340430457154751,0.000274542152029912,SNU13/ZNHIT3/SHQ1/NOPCHAP1/ZNHIT6/NUFIP1/RUVBL2/RUVBL1,8
BP,GO:0090435,protein localization to nuclear envelope,8/2237,12/18903,1.21029193697814e-05,0.000340430457154751,0.000274542152029912,NUP155/LMNA/LMNB1/PLK1/NUTF2/LMNB2/TOR1AIP1/OSBPL8,8
BP,GO:0090646,mitochondrial tRNA processing,8/2237,12/18903,1.21029193697814e-05,0.000340430457154751,0.000274542152029912,PRORP/TRMT5/TRMT10C/RPUSD4/CDK5RAP1/ELAC2/MTO1/PUS1,8
BP,GO:1990542,mitochondrial transmembrane transport,26/2237,91/18903,1.24481205704644e-05,0.000348488658423141,0.000281040736017386,TIMM23/TIMM44/SLC25A20/TOMM70/MPC2/TOMM40/HSPD1/VDAC1/CPT2/CPT1A/TST/TIMM50/DNLZ/SFXN4/MICU2/MCU/GRPEL2/SLC25A40/PNPT1/CCDC51/MICU1/SFXN3/MRPL18/SLC25A32/GRPEL1/DNAJC15,26
BP,GO:2000779,regulation of double-strand break repair,34/2237,135/18903,1.31451044731054e-05,0.000366273216187232,0.000295383197623969,SMCHD1/ARID1A/CHEK1/UBR5/ACTL6A/PARP1/PML/DEK/SMARCA2/ATR/TRIP12/MORF4L2/SETMAR/ARID2/FIGNL1/POGZ/HDGFL2/PBRM1/PARP9/SMARCC2/DTX3L/SMARCD2/RAD51AP1/SMARCD1/EP400/PNKP/MMS19/NUDT16L1/BRD7/POT1/MORF4L1/RUVBL2/RUVBL1/TRRAP,34
BP,GO:0044409,entry into host,38/2237,158/18903,1.32827087532876e-05,0.000368377927340009,0.000297080554359069,LGALS9/KPNA3/PLSCR1/SIVA1/SNX3/CD4/TFRC/CD74/ITGB1/INSR/GSN/P4HB/CTSL/CTSB/SLC3A2/ITGA5/RPSA/LGALS1/NCAM1/ITGB5/CBL/SLC7A1/PHB1/BSG/DYNLT1/SLC20A2/SCARB2/SELPLG/TRIM25/SLC1A5/SCARB1/NECTIN2/ITCH/EXOC2/FUCA2/VAMP8/EXOC7/F11R,38
BP,GO:0032272,negative regulation of protein polymerization,24/2237,81/18903,1.35621952268454e-05,0.000373889207465041,0.000301525158753787,HIP1R/EML2/GSN/PFN1/STMN1/RDX/ADD1/CAPG/CAPZA2/CAPZB/CAPZA1/TMSB4X/SPTBN1/FKBP4/PRKCD/TWF1/EPS8/DYRK1A/SPTAN1/KANK1/TRIOBP/TMOD3/ADD3/ARFGEF1,24
BP,GO:0031577,spindle checkpoint signaling,17/2237,47/18903,1.36074252421986e-05,0.000373889207465041,0.000301525158753787,NDC80/BUB1/BUB1B/CCNB1/CENPF/PLK1/ATM/TRIP13/PCID2/SPC24/PSMG2/SPDL1/AURKB/NUF2/SPC25/INCENP/DYNC1LI1,17
BP,GO:0061077,chaperone-mediated protein folding,22/2237,71/18903,1.40028693056096e-05,0.000382981701976006,0.000308857854633068,DFFA/PDCD5/DNAJB6/CRTAP/CD74/HSPA5/HSPA8/PDIA4/HSPA9/PEX19/HSPA13/CCT8/HSPE1/CSNK2A1/FKBP4/HSPA14/TRAP1/P3H1/HSPH1/SDF2L1/DNAJB4/CHORDC1,22
BP,GO:0022900,electron transport chain,41/2237,176/18903,1.41201521962556e-05,0.000384417904976042,0.000310016089021604,COX7A2L/UQCRQ/NDUFB3/IDH3B/NDUFS6/AKR7A3/NDUFB4/NDUFB8/NDUFA7/NDUFA10/GSR/GBA1/COX5B/COX4I1/CYBA/NCF1/CCNB1/AKR1B1/COX7C/NQO2/NDUFS1/UQCRC1/ETFB/GPD2/ME1/NDUFV1/NDUFA6/CYCS/ASPH/PLEC/ETFDH/COA6/CIAPIN1/AFG1L/THAP11/MYBBP1A/GHITM/GLRX2/POLG2/DNAJC15/NDUFB9,41
BP,GO:0046395,carboxylic acid catabolic process,52/2237,243/18903,1.45025589829563e-05,0.000393025970611168,0.00031695811437396,FAAH/BCKDK/SLC27A2/GSTZ1/GCAT/GLS/GLUD1/OAT/PCCA/DBT/ACADM/BCKDHA/ACADS/GOT1/SCP2/AHCY/ATP2B4/CPT2/AKT1/HIBADH/SHMT2/CBS/HMGCL/ETFB/ACAA2/GNPDA1/HNMT/CPT1A/PEX5/HSD17B4/HADHB/SORD/ALDH6A1/EHHADH/AUH/BLMH/ACOX1/ETFDH/DECR1/PCK2/TYSND1/ALDH1L2/SLC27A4/KYAT3/GPT2/NUDT8/GCDH/MCCC1/IL4I1/MTRR/NAGK/IRS2,52
BP,GO:0008299,isoprenoid biosynthetic process,13/2237,30/18903,1.46377719635992e-05,0.000394887166381641,0.000318459086691317,PRMT3/HMGCR/FDPS/LSS/MVD/HMGCS1/MVK/IDI1/PMVK/PDSS1/DHDDS/NUS1/DHRS9,13
BP,GO:0051494,negative regulation of cytoskeleton organization,39/2237,165/18903,1.58482285731141e-05,0.000425607405345848,0.000343233604772327,HIP1R/EML2/GSN/NPM1/PFN1/STMN1/CORO1A/RDX/ADD1/CAPG/CAPZA2/CAPZB/CAPZA1/GMFB/TMSB4X/SPTBN1/FKBP4/PRKCD/TWF1/EPS8/DYRK1A/SPTAN1/KANK1/TAOK1/CLASP1/ARHGEF2/ARAP1/CORO1B/KATNB1/TRIOBP/TMOD3/HDAC6/ADD3/SWAP70/LIMA1/TPX2/F11R/ARFGEF1/WASF2,39
BP,GO:0051099,positive regulation of binding,41/2237,177/18903,1.63069736291153e-05,0.000435954452652248,0.000351578042160205,MEN1/MFNG/EIF3D/NVL/HIP1R/GMNN/FLOT1/TGFB1/APOE/EIF2S1/RB1/ANXA2/HSP90AB1/PARP1/TXN/EPB41/RALB/NME1/STMN1/ERCC2/HMGB2/ADD1/EIF3E/GTF2B/PLAUR/EIF4G1/FMR1/EP300/STK4/STK3/STING1/PARP9/DTX3L/USP9X/ACD/PINX1/NMD3/NIBAN2/EIF3C/MBD2/POLDIP2,41
BP,GO:0000723,telomere maintenance,37/2237,154/18903,1.75751683504498e-05,0.000467751677847174,0.000377221102145364,RECQL4/ACTL6A/ERCC1/HSP90AB1/PARP1/XRCC1/SP100/MAPK3/APEX1/PML/YLPM1/CCT8/DNA2/BLM/ATM/ATR/XRN1/NEK7/NSMCE1/RAD50/UPF1/USP7/ACD/PINX1/AURKB/PNKP/GNL3/TNKS1BP1/NAT10/DHX36/ACTR8/POT1/GNL3L/EXO1/RUVBL2/RUVBL1/TELO2,37
BP,GO:0000028,ribosomal small subunit assembly,10/2237,19/18903,1.77025964170939e-05,0.000469039775604697,0.000378259896186682,RPSA/RPS19/RPS14/RPS15/RPS28/RPL38/PWP2/ABT1/MRPS7/RRP7A,10
BP,GO:1901880,negative regulation of protein depolymerization,22/2237,72/18903,1.79302739408805e-05,0.000472960781507226,0.000381422014545889,GSN/RDX/ADD1/CAPG/CAPZA2/CAPZB/CAPZA1/SPTBN1/TWF1/EPS8/SPTAN1/TAOK1/CLASP1/ARHGEF2/KATNB1/TRIOBP/TMOD3/HDAC6/ADD3/SWAP70/LIMA1/TPX2,22
BP,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,17/2237,48/18903,1.87595894216832e-05,0.000492646739901283,0.000397297871916133,NDC80/BUB1/BUB1B/CCNB1/CENPF/PLK1/ATM/TRIP13/PCID2/SPC24/PSMG2/SPDL1/AURKB/NUF2/SPC25/INCENP/DYNC1LI1,17
BP,GO:0010212,response to ionizing radiation,35/2237,143/18903,1.92076070774601e-05,0.000502190079315973,0.000404994154329753,MEN1/RAD1/TRIM13/CHEK2/ANXA1/POLB/GPX1/ERCC1/PTPRC/PARP1/HSPA5/CYBA/ALAD/CBL/PML/EEF1D/CDKN1A/DNM2/BLM/GRB2/ATM/ATR/KARS1/IFI16/NIPBL/FIGNL1/IKBIP/RAD51AP1/UIMC1/EYA3/TNKS1BP1/NUCKS1/BABAM1/RAD54B/DNMT3A,35
BP,GO:2000781,positive regulation of double-strand break repair,25/2237,88/18903,2.02293379286639e-05,0.000526583862309739,0.000424666664642821,SMCHD1/ARID1A/ACTL6A/PARP1/SMARCA2/MORF4L2/SETMAR/ARID2/POGZ/HDGFL2/PBRM1/PARP9/SMARCC2/DTX3L/SMARCD2/RAD51AP1/SMARCD1/EP400/PNKP/MMS19/BRD7/MORF4L1/RUVBL2/RUVBL1/TRRAP,25
BP,GO:0061515,myeloid cell development,24/2237,83/18903,2.13130355090383e-05,0.000552370592777914,0.000445462525670408,TYROBP/TLR2/PTBP3/ANXA2/G6PD/ALAS1/CEBPB/ERCC2/FLNA/EVI2B/PAFAH1B1/PIP4K2A/FLI1/EP300/PABPC4/MAEA/NRROS/ABI1/SLC25A40/ABCB10/LYAR/TMOD3/FLVCR1/WASF2,24
BP,GO:0043039,tRNA aminoacylation,16/2237,44/18903,2.24878213350151e-05,0.000580283563579629,0.000467973105768026,NARS1/GATB/EPRS1/WARS1/GARS1/IARS1/QARS1/AARS1/HARS2/SARS1/YARS1/MARS1/KARS1/DARS2/LARS1/FARSA,16
BP,GO:0031167,rRNA methylation,12/2237,27/18903,2.29456795193786e-05,0.000586993999773759,0.000473384776654331,FBL/NOP2/MRM1/FTSJ3/TFB1M/EMG1/NSUN4/NSUN5/TFB2M/MRM3/METTL5/DIMT1,12
BP,GO:0046037,GMP metabolic process,12/2237,27/18903,2.29456795193786e-05,0.000586993999773759,0.000473384776654331,PFAS/APRT/IMPDH2/IMPDH1/GART/PAICS/ADSL/ATIC/NT5C2/GMPS/PPAT/GUK1,12
BP,GO:2000232,regulation of rRNA processing,9/2237,16/18903,2.34791483449726e-05,0.000598063285096191,0.000482311667154238,WDR43/SHQ1/WDR75/UTP15/RIOK1/RIOK2/HEATR1/USP36/DIMT1,9
BP,GO:0071897,DNA biosynthetic process,44/2237,198/18903,2.44950022219619e-05,0.000621272812766427,0.000501029127769954,MEN1/CHEK1/NVL/TK1/POLB/HSP90AB1/CHTF8/MAPK3/ARRB2/PHB1/CDKN1A/CENPF/LIG3/CCT8/CDKN2D/GFER/ATM/ATR/PTK2B/PCLAF/CYP1B1/PARP10/XRN1/NEK7/RAD50/ACD/PINX1/AURKB/PNKP/NIBAN2/DNAJC2/DSCC1/PRKD2/TNKS1BP1/NAT10/POLD4/POT1/GNL3L/DTL/POLG2/DACH1/ZBTB1/POLDIP2/TELO2,44
BP,GO:0006401,RNA catabolic process,60/2237,299/18903,2.63392085057718e-05,0.000663190589387407,0.000534833966203084,ZC3H12D/IGF2BP3/SYNCRIP/ROCK2/ZPR1/CSDE1/RNASEH2A/SSB/NPM1/VIM/PABPC1/GSPT1/YBX3/DDX5/APEX1/AKT1/MLH1/LRPPRC/DNA2/EIF3E/ETF1/YBX1/PRKCD/RNASEL/FMR1/NSUN2/GRSF1/PABPC4/ATM/ROCK1/DHX34/FASTKD3/PAN2/PCID2/TUT7/LARP1/SUPV3L1/XRN1/SERBP1/PNPT1/UPF1/TBRG4/DCPS/CNOT6L/POP1/ELAC2/TRIR/PYM1/TNKS1BP1/SLIRP/PAIP1/DHX36/NRDE2/MOV10/MRTO4/TNRC6B/DIS3/CARHSP1/IGF2BP2/DDX49,60
BP,GO:0019080,viral gene expression,27/2237,100/18903,2.63711843463232e-05,0.000663190589387407,0.000534833966203084,CHD1/EIF3D/CCNT1/TRIM13/CSDE1/EIF3G/HEXIM1/SSB/MGAT1/CANX/EIF3B/GTF2B/TFAP4/EP300/MGAT2/MOGS/EIF3A/RRP1B/LARP7/PARP10/PARP9/RSF1/PRMT1/NUCKS1/MAN1B1/EIF3L/CTDP1,27
BP,GO:0031397,negative regulation of protein ubiquitination,24/2237,84/18903,2.65247197370571e-05,0.000664237179913223,0.000535677995311564,OGT/BUB1B/PRMT3/UFL1/UBR5/BAG2/TNFAIP3/RPS3/DNAJA1/AKT1/ARRB2/RPL5/GCLC/RPS7/RPS15/SQSTM1/TRIP12/PARP10/NXN/DTX3L/PINX1/GTPBP4/GNL3L/IVNS1ABP,24
BP,GO:0044843,cell cycle G1/S phase transition,57/2237,280/18903,2.70247679460965e-05,0.000673915956975136,0.000543483502215394,MEN1/ARID1A/BACH1/TRIAP1/BRD4/ANKRD17/ZPR1/ECD/CHEK2/ACTL6A/ANXA1/ITGB1/RB1/GSPT1/PLCG2/CCNA2/ATP2B4/APEX1/PML/CCND3/RRM2/AKT1/RDX/CDKN1A/CASP2/CDKN2C/NASP/CDC34/CDK7/SMARCA2/AIF1/CDKN2D/PSME3/CRADD/EIF4G1/PSME1/KHDRBS1/PPP3CA/ATM/CUL1/CUL4B/KANK2/ARID2/SASS6/SLFN11/PBRM1/IQGAP3/CRLF3/METTL13/SMARCC2/SMARCD2/CUL5/SMARCD1/PHB2/CDC6/BRD7/GTSE1,57
BP,GO:0030834,regulation of actin filament depolymerization,18/2237,54/18903,2.77639209833901e-05,0.000681724557110382,0.00054978079389543,WDR1/GSN/RDX/ADD1/CAPG/CAPZA2/CAPZB/CAPZA1/SPTBN1/TWF1/EPS8/SPTAN1/TRIOBP/TMOD3/ADD3/SWAP70/LIMA1/SH3BP1,18
BP,GO:0032388,positive regulation of intracellular transport,44/2237,199/18903,2.79032934042353e-05,0.000681724557110382,0.00054978079389543,MIEF1/MYO1C/IPO5/PDCD5/RAB29/ZPR1/UBR5/BAG3/TGFB1/ANXA2/HSP90AB1/ITGAM/HCLS1/FLNA/SCP2/MSN/RDX/PPM1A/NEDD4/EMD/BCAP31/NPEPPS/YWHAE/PRKCD/KHDRBS1/DYNC1H1/NUMA1/MLC1/LDLRAP1/MAVS/ZFAND1/SPAG5/RIOK2/BBC3/UBL5/XPO4/VPS11/NRDE2/HPS4/TMEM30A/EHD2/USP36/SAE1/SH3GLB1,44
BP,GO:0000492,box C/D snoRNP assembly,7/2237,10/18903,2.79122270223796e-05,0.000681724557110382,0.00054978079389543,SNU13/ZNHIT3/NOPCHAP1/ZNHIT6/NUFIP1/RUVBL2/RUVBL1,7
BP,GO:0009113,purine nucleobase biosynthetic process,7/2237,10/18903,2.79122270223796e-05,0.000681724557110382,0.00054978079389543,APRT/GART/PAICS/SHMT2/GMPS/PRPS1/PPAT,7
BP,GO:2000234,positive regulation of rRNA processing,7/2237,10/18903,2.79122270223796e-05,0.000681724557110382,0.00054978079389543,WDR43/WDR75/UTP15/RIOK1/RIOK2/HEATR1/DIMT1,7
BP,GO:0043648,dicarboxylic acid metabolic process,26/2237,95/18903,2.85850351226877e-05,0.000693183496679382,0.00055902192336295,IDH3B/IDH1/GLS/GLUD1/DHFR/ASS1/OAT/ASL/GOT1/ATIC/SHMT2/SLC19A1/ME1/GCLC/IDH2/ALDH18A1/PCK2/ALDH1L2/MTHFD1L/KYAT3/DGLUCY/GPT2/SLC25A32/NIT2/SUCLA2/MTRR,26
BP,GO:0044282,small molecule catabolic process,73/2237,385/18903,2.86149884897133e-05,0.000693183496679382,0.00055902192336295,FAAH/BCKDK/SLC27A2/GSTZ1/GCAT/GLS/GLUD1/APOE/OAT/PCCA/ENO1/DBT/ACADM/BCKDHA/PKM/NQO2/ACADS/GLB1/GOT1/HK1/SCP2/AHCY/ATP2B4/CPT2/MGAT1/IMPA1/AKT1/HIBADH/GK/SHMT2/CBS/HMGCL/NUDT1/ETFB/ACAA2/GPD2/GNPDA1/HNMT/CPT1A/PEX5/HSD17B4/HK2/HADHB/OXCT1/SORD/ALDH6A1/EHHADH/DPYD/AUH/BLMH/ACOX1/ETFDH/DECR1/TST/HAGH/PCK2/TYSND1/TKFC/ALDH1L2/SLC27A4/KYAT3/GPT2/SCARB1/NUDT8/GCDH/MCCC1/IL4I1/MTRR/APOBEC3B/NAGK/NUDT5/DERA/IRS2,73
BP,GO:0071103,DNA conformation change,28/2237,106/18903,2.91984169895825e-05,0.000704441483061675,0.000568100992946647,CHD1/CHD2/CDC45/RECQL4/ANXA1/CHTF8/TOP1/TOP2A/ERCC2/HMGB2/MCM4/RECQL/DNA2/BLM/PURA/TOP2B/GTF2H2/SUPV3L1/RAD50/UPF1/TOP1MT/TWNK/DSCC1/DHX36/POT1/RUVBL2/RUVBL1/RAD54B,28
BP,GO:0031333,negative regulation of protein-containing complex assembly,35/2237,146/18903,3.07851007991836e-05,0.000739714871429775,0.000596547425245632,HIP1R/EML2/GBA1/GSN/PFN1/HSPA5/STMN1/RDX/ADD1/PPM1A/CAPG/CAPZA2/CAPZB/PEX5/CAPZA1/LMO4/TMSB4X/SPTBN1/FKBP4/PRKCD/EP300/TWF1/EPS8/DYRK1A/SPTAN1/KANK1/AIDA/ANKRD27/TRIOBP/TMOD3/HDAC6/ADD3/CARD8/DNAJC15/ARFGEF1,35
BP,GO:0030835,negative regulation of actin filament depolymerization,16/2237,45/18903,3.10832934710282e-05,0.000740880910644789,0.000597487784454725,GSN/RDX/ADD1/CAPG/CAPZA2/CAPZB/CAPZA1/SPTBN1/TWF1/EPS8/SPTAN1/TRIOBP/TMOD3/ADD3/SWAP70/LIMA1,16
BP,GO:0043038,amino acid activation,16/2237,45/18903,3.10832934710282e-05,0.000740880910644789,0.000597487784454725,NARS1/GATB/EPRS1/WARS1/GARS1/IARS1/QARS1/AARS1/HARS2/SARS1/YARS1/MARS1/KARS1/DARS2/LARS1/FARSA,16
BP,GO:1901653,cellular response to peptide,71/2237,373/18903,3.21094484085633e-05,0.000760443342723657,0.000613264023298801,MYO1C/MEN1/OGT/PDPK1/AHCYL1/USO1/ROCK2/LEPROTL1/CA2/ASS1/GNAI2/PRKCB/INSR/RB1/APRT/EPRS1/LYN/VIM/PARP1/CYBA/ITGA4/PKM/NCK1/GOT1/PTPN1/PTPRA/NCL/NFKB1/ATP2B1/CCNA2/JAK1/APEX1/CCND3/AKT1/LONP1/STAT3/ID1/STAT1/STAT5A/RANGAP1/CRK/PIP4K2A/GCLC/PXN/CASP4/CSRP3/RAB13/STAT5B/GFER/MAX/GRB2/PRKCD/ROCK1/RAB31/SLC29A2/KANK1/SLC39A14/NCOA2/CYP1B1/PCK2/DENND4C/SLC27A4/CYFIP1/PHIP/ARHGEF2/CDC6/OSBPL8/NUCKS1/ZNF106/IRS2/MYO5A,71
BP,GO:1901991,negative regulation of mitotic cell cycle phase transition,43/2237,194/18903,3.21602829020451e-05,0.000760443342723657,0.000613264023298801,CHEK1/NDC80/BUB1/TRIAP1/BUB1B/CHEK2/RB1/CCNB1/PML/CDKN1A/CASP2/CENPF/PLK1/BLM/CRADD/ATM/NAE1/TRIP13/PCID2/KANK2/TAOK1/SLFN11/CRLF3/SPC24/RAD50/PSMG2/PINX1/SPDL1/AURKB/CDK5RAP3/USP47/UIMC1/CDC6/NUF2/TAOK3/CLSPN/SPC25/BRD7/INCENP/BABAM1/GTSE1/DTL/DYNC1LI1,43
BP,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,17/2237,50/18903,3.45099859414701e-05,0.000812764946677083,0.000655459089707036,NDC80/BUB1/BUB1B/CCNB1/CENPF/PLK1/ATM/TRIP13/PCID2/SPC24/PSMG2/SPDL1/AURKB/NUF2/SPC25/INCENP/DYNC1LI1,17
BP,GO:0036010,protein localization to endosome,11/2237,24/18903,3.55221738895525e-05,0.000833296845986143,0.00067201716112251,ROCK2/MSN/RDX/ARF6/SCRIB/ANKRD13A/MICALL1/DTX3L/TMEM30A/AKAP11/PACSIN2,11
BP,GO:0006418,tRNA aminoacylation for protein translation,15/2237,41/18903,3.71894096655902e-05,0.000868973017186134,0.000700788420014251,NARS1/EPRS1/WARS1/GARS1/IARS1/QARS1/AARS1/HARS2/SARS1/YARS1/MARS1/KARS1/DARS2/LARS1/FARSA,15
