ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
hsa04918,Thyroid hormone synthesis - Homo sapiens (human),15/1197,75/8659,0.0869487687354488,0.290263345109827,0.230770667125002,2936/5579/2876/3309/9601/7184/2878/821/2776/113/5330/5331/3709/7270/8458,15
hsa00051,Fructose and mannose metabolism - Homo sapiens (human),8/1197,34/8659,0.0876928535075006,0.290263345109827,0.230770667125002,226/230/231/3098/3099/6652/26007/29926,8
hsa05417,Lipid and atherosclerosis - Homo sapiens (human),37/1197,215/8659,0.0901388299383506,0.295405472372218,0.234858858619986,317/5170/7097/9475/4772/1965/4067/3326/5452/3329/3309/3312/1535/653361/7184/5451/5532/22926/6256/4790/5595/834/207/6774/5601/6416/840/839/5906/54205/5330/5331/5530/3606/841/4689/29110,37
hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),14/1197,70/8659,0.0958920599971403,0.311179135873073,0.247399535596337,102/4067/5336/4790/526/528/529/523/5601/6416/9114/10312/9296/50848,14
hsa04071,Sphingolipid signaling pathway - Homo sapiens (human),22/1197,121/8659,0.105445842009782,0.335906213792513,0.267058525832813,5170/9475/8879/2771/5579/1509/2773/4790/5595/207/5605/5601/2776/5330/5331/5604/6093/427/5528/5525/5529/91012,22
hsa00620,Pyruvate metabolism - Homo sapiens (human),10/1197,47/8659,0.105541529409128,0.335906213792513,0.267058525832813,3939/5091/5315/4199/223/224/31/3029/5106/55902,10
hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),7/1197,30/8659,0.110336718351162,0.345652513973486,0.274807214162416,3420/3417/5091/3418/5106/50/8803,7
hsa00531,Glycosaminoglycan degradation - Homo sapiens (human),5/1197,19/8659,0.110834583387425,0.345652513973486,0.274807214162416,3073/3074/2799/2720/138050,5
hsa04814,Motor proteins - Homo sapiens (human),33/1197,193/8659,0.111736613278438,0.345652513973486,0.274807214162416,64005/4641/4542/11258/24137/7170/3799/4627/830/832/6990/829/4637/10121/6993/7171/3831/4643/4650/10381/10540/1639/1778/146909/51626/11004/83658/23303/89953/55860/4646/4644/51143,33
hsa04723,Retrograde endocannabinoid signaling - Homo sapiens (human),26/1197,148/8659,0.114980810202818,0.352394890529007,0.280167666186203,2166/4709/4726/4710/4714/4701/4705/2771/5579/2773/5595/4719/5601/4723/2776/2790/113/4700/54331/2782/2783/5330/5331/3709/126328/4715,26
hsa00513,Various types of N-glycan biosynthesis - Homo sapiens (human),9/1197,42/8659,0.116738337538161,0.352513262348643,0.280261776394214,6185/3073/3074/4245/1603/4247/201595/84061/11253,9
hsa04730,Long-term depression - Homo sapiens (human),12/1197,60/8659,0.117149422532782,0.352513262348643,0.280261776394214,2771/5579/4067/2773/5595/5605/5321/2776/5330/5331/5604/3709,12
hsa00030,Pentose phosphate pathway - Homo sapiens (human),7/1197,31/8659,0.126441068047431,0.377044986699997,0.299765452933692,9563/226/230/2539/22934/5631/51071,7
hsa05143,African trypanosomiasis - Homo sapiens (human),8/1197,37/8659,0.129361479806743,0.382309373357427,0.30395084541058,5579/2776/7064/3043/5330/5331/3606/54106,8
hsa00983,Drug metabolism - other enzymes - Homo sapiens (human),15/1197,80/8659,0.132738648286286,0.38881851843151,0.309125869320647,7083/4353/2950/7372/3615/4830/1890/3614/6241/1854/8833/7172/9446/1806/7371,15
hsa05110,Vibrio cholerae infection - Homo sapiens (human),10/1197,50/8659,0.144210884938292,0.414285302961303,0.329372955129037,9601/5336/526/528/529/523/9114/29927/10312/9296,10
hsa03410,Base excision repair - Homo sapiens (human),9/1197,44/8659,0.145187598620879,0.414285302961303,0.329372955129037,5423/142/7515/328/3980/11284/57804/55775/11232,9
hsa04962,Vasopressin-regulated water reabsorption - Homo sapiens (human),9/1197,44/8659,0.145187598620879,0.414285302961303,0.329372955129037,4905/5878/5869/10540/1639/1778/9230/51626/51143,9
hsa04922,Glucagon signaling pathway - Homo sapiens (human),19/1197,107/8659,0.148212795470711,0.417563065716636,0.331978904211032,3939/5836/6513/5834/5315/5532/207/2776/1374/5330/5331/5530/2033/31/3709/5106/1387/5257/3276,19
hsa05211,Renal cell carcinoma - Homo sapiens (human),13/1197,69/8659,0.149882474906813,0.417563065716636,0.331978904211032,7040/6513/5595/207/5605/1026/7428/1398/5906/2885/5604/2033/1387,13
hsa00920,Sulfur metabolism - Homo sapiens (human),3/1197,10/8659,0.150120860484229,0.417563065716636,0.331978904211032,23474/7263/58472,3
hsa00770,Pantothenate and CoA biosynthesis - Homo sapiens (human),5/1197,21/8659,0.154452388170025,0.424228360786143,0.337278073450583,224/1806/80025/79646/79717,5
hsa04919,Thyroid hormone signaling pathway - Homo sapiens (human),21/1197,121/8659,0.158114360241904,0.424228360786143,0.337278073450583,5170/9862/5579/6513/5336/6256/5595/207/5605/6772/5330/5331/5604/2033/10499/23389/1387/9968/489/29079/8202,21
hsa05220,Chronic myeloid leukemia - Homo sapiens (human),14/1197,76/8659,0.158234774964845,0.424228360786143,0.337278073450583,7040/5925/4790/867/5595/207/5605/1026/6776/1398/6777/2885/861/5604,14
hsa00650,Butanoate metabolism - Homo sapiens (human),6/1197,27/8659,0.159925865605586,0.424228360786143,0.337278073450583,35/3155/5019/3157/1962/65985,6
hsa01040,Biosynthesis of unsaturated fatty acids - Homo sapiens (human),6/1197,27/8659,0.159925865605586,0.424228360786143,0.337278073450583,6319/9415/6342/3295/51/641371,6
hsa04921,Oxytocin signaling pathway - Homo sapiens (human),26/1197,154/8659,0.160207084889027,0.424228360786143,0.337278073450583,4659/9475/4772/2771/5579/2773/1938/5532/5595/952/5605/5501/1026/5321/2776/113/4637/5330/5331/5604/4208/5530/6093/3709/10645/54776,26
hsa05140,Leishmaniasis - Homo sapiens (human),14/1197,77/8659,0.170317164224386,0.447420486970412,0.355716717260623,7097/7040/3688/5579/3684/1535/3676/653361/3459/4790/3716/5595/6772/4689,14
hsa03015,mRNA surveillance pathway - Homo sapiens (human),17/1197,97/8659,0.178448080783371,0.46403822025133,0.368928462594475,8732/51585/26986/2935/5501/2107/8761/5528/5525/5529/2733/5976/10978/84305/5411/29101/55308,17
hsa00260,Glycine, serine and threonine metabolism - Homo sapiens (human),8/1197,40/8659,0.179446804205952,0.46403822025133,0.368928462594475,23464/211/6472/875/2628/5723/63826/29968,8
hsa04625,C-type lectin receptor signaling pathway - Homo sapiens (human),18/1197,104/8659,0.183928546656293,0.471940689482426,0.37521123348897,4772/6237/5532/5336/4790/5595/834/207/6772/6850/5601/6773/4791/5971/5580/5530/3709/841,18
hsa04012,ErbB signaling pathway - Homo sapiens (human),15/1197,85/8659,0.189807490735184,0.483279072564199,0.384225689747336,5579/4690/5336/867/5595/207/5605/1026/6776/5601/6416/1398/6777/2885/5604,15
hsa05012,Parkinson disease - Homo sapiens (human),42/1197,266/8659,0.195154564134841,0.492847626603885,0.391833062970174,9167/317/9246/27089/4709/4726/4710/4714/4701/4705/2771/1965/2773/7295/1329/3309/1327/1350/22926/7416/7317/4719/10105/7384/3799/7318/5601/4723/4700/54205/3831/10131/25800/10381/3709/23516/126328/90550/5695/89953/51465/4715,42
hsa03440,Homologous recombination - Homo sapiens (human),8/1197,41/8659,0.197793777517265,0.492847626603885,0.391833062970174,641/472/10111/80198/51720/57804/29086/25788,8
hsa04140,Autophagy - animal - Homo sapiens (human),27/1197,165/8659,0.198032430025126,0.492847626603885,0.391833062970174,8417/5170/1613/10533/9342/1965/1509/1514/1508/6237/5595/207/5605/5601/55014/5604/5580/8878/23339/10645/8673/55823/55255/29110/51100/11152/8660,27
hsa00450,Selenocompound metabolism - Homo sapiens (human),4/1197,17/8659,0.199926670189662,0.493848715169985,0.39262896737954,4141/56267/4548/10587,4
hsa04728,Dopaminergic synapse - Homo sapiens (human),22/1197,132/8659,0.201455492927524,0.493939023400077,0.392700765940592,2771/5579/2773/5532/1312/207/409/3799/5501/5601/2776/2790/54331/2782/2783/5330/5331/5530/3709/5528/5525/5529,22
hsa04614,Renin-angiotensin system - Homo sapiens (human),5/1197,23/8659,0.203920918569445,0.496307529753576,0.39458382076131,1511/5547/7064/57486/4012,5
hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),12/1197,67/8659,0.208525044212336,0.501154178109369,0.398437095014604,3939/226/2597/2023/230/5315/3098/223/224/3099/5106/55902,12
hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human),56/1197,364/8659,0.208940412625658,0.501154178109369,0.398437095014604,9167/317/27089/4709/4726/9631/11258/4710/4714/4701/4705/10452/847/1965/2876/5216/1329/3309/4744/1327/1350/5532/22926/310/7416/2878/4719/834/7384/3799/4723/311/4700/10121/54205/3831/5530/8878/10381/10540/1639/2733/23511/126328/9688/90550/400916/5695/10280/55706/55255/89953/55860/10013/29110/4715,56
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),27/1197,167/8659,0.216595653990655,0.512732348160497,0.407642191254967,4659/9475/4772/2771/3643/2773/5532/490/7416/493/5595/10105/207/5605/5501/2776/113/5330/5331/5604/4208/5530/6093/3709/4209/489/8660,27
hsa00380,Tryptophan metabolism - Homo sapiens (human),8/1197,42/8659,0.216865645747642,0.512732348160497,0.407642191254967,847/223/224/1962/1545/56267/2639/259307,8
hsa00630,Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),6/1197,30/8659,0.227015503849992,0.532744499005045,0.423552630787919,847/5095/4594/6472/50/55902,6
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),24/1197,148/8659,0.228548999573161,0.532744499005045,0.423552630787919,23396/3643/6237/5899/5336/5595/207/5605/6850/5321/1785/113/382/2885/5330/5331/5604/1759/8525/2185/160851/10554/55326/27128,24
hsa04659,Th17 cell differentiation - Homo sapiens (human),18/1197,108/8659,0.230529687924257,0.533603683237265,0.424235715723696,4772/7040/920/3326/3459/5532/6256/4790/3716/5595/6774/6772/6776/5601/6777/861/5530/3556,18
hsa04724,Glutamatergic synapse - Homo sapiens (human),19/1197,115/8659,0.234553205704535,0.539146604779175,0.428642554284604,2744/2771/5579/2773/5532/5595/5321/2776/2790/113/54331/2782/2783/5330/5331/5530/3709/54407/9454,19
hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human),17/1197,102/8659,0.238758907781927,0.544014961566349,0.432513087586539,699/6793/9133/2771/3326/2773/891/890/5595/995/207/5601/6197/113/5347/5604/8881,17
hsa05020,Prion disease - Homo sapiens (human),42/1197,272/8659,0.239958260993012,0.544014961566349,0.432513087586539,9167/317/27089/4709/4726/4710/4714/4701/4705/1965/1329/3309/3312/1327/1535/4684/653361/1350/5532/7416/5595/4719/10105/7384/3799/5601/4723/4700/1460/1457/54205/5580/3831/5530/10381/3709/4689/126328/90550/5695/89953/4715,42
hsa05212,Pancreatic cancer - Homo sapiens (human),13/1197,76/8659,0.245821892375862,0.553473728260542,0.440033175592735,7040/5925/5899/4790/3716/5595/207/1026/6774/6772/5601/5604/9459,13
hsa03420,Nucleotide excision repair - Homo sapiens (human),11/1197,63/8659,0.247924280352379,0.553473728260542,0.440033175592735,2067/2068/5434/1022/5437/5886/8450/2966/2967/2968/57804,11
hsa05010,Alzheimer disease - Homo sapiens (human),58/1197,384/8659,0.249146784020606,0.553473728260542,0.440033175592735,9167/102/317/27089/4709/4726/4710/4714/4701/4705/348/2597/1965/3643/823/1329/1327/1350/5532/824/22926/5610/4790/7416/5595/4719/10105/207/7384/3799/5605/5601/4723/2776/840/4700/1460/1457/54205/5330/5331/5604/3831/5530/25800/10381/8883/3709/841/23516/126328/90550/489/5695/89953/55851/8660/4715,58
hsa05145,Toxoplasmosis - Homo sapiens (human),18/1197,111/8659,0.268469457640034,0.592422603192341,0.470999048491287,5170/7097/7040/2771/3688/2773/3312/3459/4790/3716/5595/10105/207/6774/6772/5601/54205/841,18
hsa04622,RIG-I-like receptor signaling pathway - Homo sapiens (human),12/1197,71/8659,0.271345456540682,0.593135669658893,0.471565964111062,23586/4790/5601/8737/7706/841/26007/57506/340061/64135/64343/29110,12
hsa05231,Choline metabolism in cancer - Homo sapiens (human),16/1197,98/8659,0.274976693159654,0.593135669658893,0.471565964111062,5170/23396/5579/5595/207/5605/5601/5321/5130/2885/5604/8525/160851/56994/23446/10163,16
hsa05213,Endometrial cancer - Homo sapiens (human),10/1197,58/8659,0.275428606559544,0.593135669658893,0.471565964111062,5170/5595/207/1495/5605/1026/4292/2885/5604/3611,10
hsa04215,Apoptosis - multiple species - Homo sapiens (human),6/1197,32/8659,0.275960402197793,0.593135669658893,0.471565964111062,317/5601/840/54205/841/27113,6
hsa04370,VEGF signaling pathway - Homo sapiens (human),10/1197,59/8659,0.293989632040129,0.627810117453437,0.499133500917028,5579/5532/5336/5595/207/5605/5321/5829/5604/5530,10
hsa04930,Type II diabetes mellitus - Homo sapiens (human),8/1197,46/8659,0.298981852370733,0.631209432056037,0.501836088452884,3643/5315/3098/5595/5601/3099/5580/8660,8
hsa04912,GnRH signaling pathway - Homo sapiens (human),15/1197,93/8659,0.300431887404228,0.631209432056037,0.501836088452884,5579/5595/5605/5601/6416/5321/2776/113/2885/5330/5331/5604/5580/2185/3709,15
hsa04130,SNARE interactions in vesicular transport - Homo sapiens (human),6/1197,33/8659,0.301302387507112,0.631209432056037,0.501836088452884,8417/9342/55014/6811/8673/10490,6
hsa00510,N-Glycan biosynthesis - Homo sapiens (human),9/1197,53/8659,0.306704512181409,0.638194686312194,0.507389637710442,6185/4245/1603/4247/7841/84920/201595/84061/11253,9
hsa04668,TNF signaling pathway - Homo sapiens (human),18/1197,114/8659,0.308492899727949,0.638194686312194,0.507389637710442,10059/8986/1051/4790/7128/5595/207/5601/6416/840/182/5604/8737/841/197259/192111/83737/11035,18
hsa04714,Thermogenesis - Homo sapiens (human),35/1197,232/8659,0.31371296717275,0.64265330086686,0.510934409975242,8289/9167/27089/4709/788/4726/4710/4714/4701/4705/86/1329/1327/1350/1376/4719/7384/2180/4723/1374/6595/6197/113/4700/2885/388753/51780/126328/6601/9658/6603/6602/29078/55818/4715,35
hsa00790,Folate biosynthesis - Homo sapiens (human),5/1197,27/8659,0.314531222780759,0.64265330086686,0.510934409975242,1719/231/5092/8836/10243,5
hsa00600,Sphingolipid metabolism - Homo sapiens (human),9/1197,54/8659,0.32697021011884,0.66397018128427,0.527882160346852,8879/2629/3073/5660/3074/2720/427/91012/10825,9
hsa05142,Chagas disease - Homo sapiens (human),16/1197,102/8659,0.332828419619897,0.669801565869112,0.532518338264519,7097/7040/2771/2773/3459/4790/5595/811/207/5601/6416/2776/5330/5331/841/54106,16
hsa04216,Ferroptosis - Homo sapiens (human),7/1197,41/8659,0.335912567777258,0.669801565869112,0.532518338264519,10533/7037/6520/2180/2729/2937/23516,7
hsa05219,Bladder cancer - Homo sapiens (human),7/1197,41/8659,0.335912567777258,0.669801565869112,0.532518338264519,1613/5925/1890/5595/5605/1026/5604,7
hsa00604,Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human),3/1197,15/8659,0.344265528639716,0.67828505940325,0.539263046114844,3073/3074/2720,3
hsa00730,Thiamine metabolism - Homo sapiens (human),3/1197,15/8659,0.344265528639716,0.67828505940325,0.539263046114844,203/205/9054,3
hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human),69/1197,476/8659,0.351503797370295,0.687070634149927,0.546247920297286,9167/317/9246/27089/4709/4726/11258/4710/4714/4701/4705/10452/847/1965/5579/2876/823/1329/3309/4744/1327/1350/5532/824/22926/4790/7416/7317/2878/5595/4719/10105/7384/3799/5605/7318/3064/5601/4723/2776/840/4700/10121/1460/1457/54205/5330/5331/5604/3831/5530/10131/8878/10381/10540/1639/3709/841/126328/90550/489/5695/10280/55255/89953/55860/29110/51465/4715,69
hsa04014,Ras signaling pathway - Homo sapiens (human),35/1197,236/8659,0.352876156512047,0.687070634149927,0.546247920297286,5863/5579/3643/6237/5899/5336/4790/5921/4763/5595/207/5605/2322/5601/5321/2790/5878/54331/5869/382/5906/2782/2783/2885/5604/6789/22821/5922/57186/10235/64926/83593/55770/29110/9462,35
hsa05133,Pertussis - Homo sapiens (human),12/1197,76/8659,0.356907626321188,0.690127314225606,0.548678100036259,2771/3688/3678/2773/3684/4790/1072/5595/834/5601/840/3394,12
hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human),15/1197,97/8659,0.361756956071132,0.690127314225606,0.548678100036259,3636/23396/5579/5336/3612/5305/5330/5331/8525/3709/160851/55529/3635/55361/9107,15
hsa00340,Histidine metabolism - Homo sapiens (human),4/1197,22/8659,0.362280098588167,0.690127314225606,0.548678100036259,223/3176/224/55748,4
hsa04064,NF-kappa B signaling pathway - Homo sapiens (human),16/1197,104/8659,0.362785959743974,0.690127314225606,0.548678100036259,23586/5579/4067/142/5336/4790/7128/6850/1460/1457/4791/5971/695/472/8737/7706,16
hsa04917,Prolactin signaling pathway - Homo sapiens (human),11/1197,70/8659,0.372979223520756,0.701455244235058,0.55768424569491,4790/5595/207/5605/6774/6772/6776/5601/6777/2885/5604,11
hsa04920,Adipocytokine signaling pathway - Homo sapiens (human),11/1197,70/8659,0.372979223520756,0.701455244235058,0.55768424569491,6513/6256/4790/207/2180/6774/5601/1374/5106/10645/8660,11
hsa04510,Focal adhesion - Homo sapiens (human),30/1197,203/8659,0.375507448874752,0.702220144505893,0.558292371208374,4659/5170/81/23396/9475/3688/5579/3678/87/3676/824/3693/7414/2316/5595/896/207/5501/5601/1398/5829/5906/2885/5604/3611/6093/3679/54776/64098/7094,30
hsa00500,Starch and sucrose metabolism - Homo sapiens (human),6/1197,36/8659,0.379218839548188,0.705176606126125,0.560642873371065,5836/5834/3098/178/3099/7360,6
hsa05144,Malaria - Homo sapiens (human),8/1197,50/8659,0.386761486110608,0.715184647500621,0.568599656146145,7097/7040/5175/3683/6383/3043/3606/54106,8
hsa04929,GnRH secretion - Homo sapiens (human),10/1197,64/8659,0.39051616518418,0.718115837088687,0.570930066058743,5579/5595/207/409/5605/2776/5330/5331/5604/3709,10
hsa04928,Parathyroid hormone synthesis, secretion and action - Homo sapiens (human),16/1197,106/8659,0.393178277579175,0.719016629164126,0.571646230850792,2771/5579/2773/3727/6256/5595/409/1026/2776/113/5330/5331/5604/4208/3709/4209,16
hsa04964,Proximal tubule bicarbonate reclamation - Homo sapiens (human),4/1197,23/8659,0.395618873328951,0.719504654241115,0.572034229798946,2744/2746/760/5106,4
hsa00760,Nicotinate and nicotinamide metabolism - Homo sapiens (human),6/1197,37/8659,0.405400834269972,0.722205781104935,0.574181730883236,952/10135/22978/23530/133686/64802,6
hsa05216,Thyroid cancer - Homo sapiens (human),6/1197,37/8659,0.405400834269972,0.722205781104935,0.574181730883236,7170/6256/5595/5605/1026/5604,6
hsa04660,T cell receptor signaling pathway - Homo sapiens (human),18/1197,121/8659,0.407178478682125,0.722205781104935,0.574181730883236,5170/4772/920/5788/5532/4690/4790/5595/207/5605/5601/2885/5604/5530/3937/5528/5525/5529,18
hsa04979,Cholesterol metabolism - Homo sapiens (human),8/1197,51/8659,0.409015517762861,0.722205781104935,0.574181730883236,348/344/7416/10577/26119/57552/949/9218,8
hsa04933,AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human),15/1197,100/8659,0.4090429182964,0.722205781104935,0.574181730883236,4772/7040/5579/5336/4790/5595/207/6774/6772/6776/5601/6777/5330/5331/5580,15
hsa03018,RNA degradation - Homo sapiens (human),12/1197,79/8659,0.410195428542984,0.722205781104935,0.574181730883236,2023/3329/26986/3313/8761/9924/54464/87178/28960/246175/170506/22894,12
hsa04926,Relaxin signaling pathway - Homo sapiens (human),19/1197,129/8659,0.420480443215857,0.736396966690204,0.585464276268249,7040/2771/2773/4790/5595/207/409/5605/5601/6416/2790/113/54331/2782/2783/2885/5330/5331/5604,19
hsa00910,Nitrogen metabolism - Homo sapiens (human),3/1197,17/8659,0.42392768322894,0.738526648151469,0.587157455995762,2746/760/377677,3
hsa04977,Vitamin digestion and absorption - Homo sapiens (human),4/1197,24/8659,0.428662131255653,0.738837890583227,0.587404905854053,6573/686/949/8884,4
hsa00562,Inositol phosphate metabolism - Homo sapiens (human),11/1197,73/8659,0.429013659134126,0.738837890583227,0.587404905854053,3636/23396/5336/3612/5305/5330/5331/4329/3635/55361/9107,11
hsa05340,Primary immunodeficiency - Homo sapiens (human),6/1197,38/8659,0.431492014183165,0.738837890583227,0.587404905854053,5994/8625/920/5788/695/84876,6
hsa04915,Estrogen signaling pathway - Homo sapiens (human),20/1197,137/8659,0.433034896595608,0.738837890583227,0.587404905854053,2771/1509/3326/2773/3312/7184/5595/207/5605/2776/113/2885/5330/5331/5604/2288/5580/3709/10499/8202,20
hsa05146,Amoebiasis - Homo sapiens (human),15/1197,102/8659,0.440785977519717,0.74820594132834,0.594852871146716,81/7097/7040/5579/1511/3684/87/7414/4790/2776/5878/5869/5330/5331/5052,15
hsa04540,Gap junction - Homo sapiens (human),13/1197,88/8659,0.444151532809076,0.750072231427572,0.596336644480499,2771/5579/2773/5595/5605/2776/113/2885/5330/5331/5604/10381/3709,13
hsa04015,Rap1 signaling pathway - Homo sapiens (human),30/1197,210/8659,0.452963718338434,0.761071019137166,0.605081109188397,2533/10636/2771/3688/5579/3643/5216/2773/6237/3684/5899/3683/5595/207/5605/3397/1398/2776/113/5906/5330/5331/5604/3937/10235/54518/83593/6494/25865/7094,30
hsa00052,Galactose metabolism - Homo sapiens (human),5/1197,32/8659,0.459370894868505,0.761692225990198,0.605574992836857,231/2720/3098/3099/7360,5
hsa05418,Fluid shear stress and atherosclerosis - Homo sapiens (human),20/1197,139/8659,0.460384271181974,0.761692225990198,0.605574992836857,445/1514/3326/2950/7295/1535/653361/7184/1728/5175/4790/207/6383/5601/6416/6613/9446/4208/8878/9181,20
hsa04727,GABAergic synapse - Homo sapiens (human),13/1197,89/8659,0.461227362476974,0.761692225990198,0.605574992836857,2744/2771/5579/2773/4905/2790/113/54331/2782/2783/92745/54407/10243,13
hsa00061,Fatty acid biosynthesis - Homo sapiens (human),3/1197,18/8659,0.462538179528791,0.761692225990198,0.605574992836857,2180/2194/31,3
hsa05215,Prostate cancer - Homo sapiens (human),14/1197,97/8659,0.475264468783568,0.778774946373074,0.619156421031224,5170/5925/3326/2950/7184/4790/5595/207/5605/1026/2885/5604/2033/1387,14
hsa04924,Renin secretion - Homo sapiens (human),10/1197,69/8659,0.488543751990012,0.79370332448564,0.63102506319418,2771/1508/2773/5532/2776/5330/5331/5530/3709/84876,10
hsa04530,Tight junction - Homo sapiens (human),24/1197,170/8659,0.489605035276453,0.79370332448564,0.63102506319418,10095/10109/10092/81/9475/3688/87/3059/8531/4478/5962/4627/5601/4734/5872/4637/10096/5906/861/6093/23513/9181/57180/50848,24
hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),14/1197,98/8659,0.491568524228266,0.79370332448564,0.63102506319418,5579/5336/5501/5029/5601/5321/2776/113/5330/5331/5580/3709/3556/51393,14
hsa04010,MAPK signaling pathway - Homo sapiens (human),42/1197,301/8659,0.499791832935568,0.799473665459527,0.635612709063068,8986/5495/4772/7040/5579/3643/6237/3312/5532/3925/3727/4790/5921/2316/4763/5595/207/409/5494/5605/2322/5601/6416/1398/5321/6197/4149/5906/2885/4791/5971/5604/4208/5530/6789/6788/5922/57551/10235/8569/51347/3556,42
hsa00785,Lipoic acid metabolism - Homo sapiens (human),3/1197,19/8659,0.499972956949009,0.799473665459527,0.635612709063068,11019/1629/593,3
hsa00564,Glycerophospholipid metabolism - Homo sapiens (human),14/1197,99/8659,0.50776859632671,0.800806464943807,0.636672336574819,8443/11313/2820/5321/5130/8525/160851/23171/56994/79143/5833/10554/55326/10390,14
hsa04152,AMPK signaling pathway - Homo sapiens (human),17/1197,121/8659,0.511493312246314,0.800806464943807,0.636672336574819,6319/5170/3156/3643/1938/890/207/2194/1374/31/5528/5525/9230/5529/5106/10645/8660,17
hsa04658,Th1 and Th2 cell differentiation - Homo sapiens (human),13/1197,92/8659,0.511944871268081,0.800806464943807,0.636672336574819,4772/920/3459/5532/4790/3716/5595/6772/6776/5601/6777/182/5530,13
hsa00310,Lysine degradation - Homo sapiens (human),9/1197,63/8659,0.512903234344674,0.800806464943807,0.636672336574819,223/224/1962/6419/79823/79709/80854/2639/55217,9
hsa00561,Glycerolipid metabolism - Homo sapiens (human),9/1197,63/8659,0.512903234344674,0.800806464943807,0.636672336574819,231/2710/223/224/8525/26007/160851/10554/55326,9
hsa05210,Colorectal cancer - Homo sapiens (human),12/1197,86/8659,0.533744811546137,0.82729057419989,0.657728235172436,7040/5899/5595/207/5605/1026/4292/5601/2885/54205/5604/27113,12
hsa04620,Toll-like receptor signaling pathway - Homo sapiens (human),15/1197,108/8659,0.534864600842225,0.82729057419989,0.657728235172436,7097/4790/3716/5595/207/5605/6772/5601/6416/6773/5604/8737/841/54106/29110,15
hsa05225,Hepatocellular carcinoma - Homo sapiens (human),23/1197,168/8659,0.554721714426381,0.854013430116893,0.678973946666316,8289/86/7040/5579/5925/2950/1728/5336/5595/207/5605/1026/6595/2885/9446/5604/196528/55193/6601/6603/6602/10587/29117,23
hsa04371,Apelin signaling pathway - Homo sapiens (human),19/1197,139/8659,0.559095440175841,0.856761993973163,0.681159162007603,2771/2773/6237/5595/207/5605/2776/2790/113/54331/2782/2783/182/5330/5331/5604/4208/3709/4209,19
hsa04650,Natural killer cell mediated cytotoxicity - Homo sapiens (human),18/1197,132/8659,0.563865534237256,0.859422563215421,0.683274418202752,7305/4772/3106/5579/3107/3384/3459/5532/5336/3683/5595/5605/6850/2885/5604/5530/3937/2185,18
hsa04613,Neutrophil extracellular trap formation - Homo sapiens (human),26/1197,191/8659,0.566570802318538,0.859422563215421,0.683274418202752,7097/10533/4353/5579/1511/3684/1535/653361/5336/4790/566/3683/7416/5595/834/10105/207/5605/6850/837/5330/5331/5604/6404/4689/10013,26
hsa03030,DNA replication - Homo sapiens (human),5/1197,36/8659,0.56862097082833,0.859422563215421,0.683274418202752,10535/4173/5557/1763/57804,5
hsa04934,Cushing syndrome - Homo sapiens (human),21/1197,155/8659,0.575812028616736,0.866335370327907,0.688770369158775,9049/4221/2771/5925/2773/5595/5605/1026/9101/1031/2776/113/5906/5330/5331/5604/3709/57552/949/79798/84876,21
hsa04270,Vascular smooth muscle contraction - Homo sapiens (human),18/1197,134/8659,0.59102085625273,0.881243690221589,0.700623064256311,4659/9475/5579/5595/4627/5605/5501/5321/2776/113/4637/5330/5331/5604/5580/6093/3709/54776,18
hsa05416,Viral myocarditis - Homo sapiens (human),9/1197,67/8659,0.591045617006624,0.881243690221589,0.700623064256311,8672/3106/3107/3683/1982/54205/1981/6645/841,9
hsa03022,Basal transcription factors - Homo sapiens (human),6/1197,45/8659,0.603704974365394,0.896082271367468,0.712420314332539,2068/1022/2959/2966/2967/2968,6
hsa01522,Endocrine resistance - Homo sapiens (human),13/1197,98/8659,0.608704349595482,0.896385194091791,0.712661149699309,5925/5595/207/5605/1026/1031/5601/113/2885/182/5604/10498/8202,13
hsa04725,Cholinergic synapse - Homo sapiens (human),15/1197,113/8659,0.609325282992909,0.896385194091791,0.712661149699309,2771/5579/2773/5595/207/2776/2790/113/54331/2782/2783/5330/5331/5604/3709,15
hsa04971,Gastric acid secretion - Homo sapiens (human),10/1197,76/8659,0.617697396743116,0.904680700539696,0.719256400492683,760/2771/6522/5579/2773/2776/113/5330/5331/3709,10
hsa03050,Proteasome - Homo sapiens (human),6/1197,46/8659,0.625954383915964,0.912735247031648,0.725660078734018,5698/5699/10197/5720/5695/51371,6
hsa03460,Fanconi anemia pathway - Homo sapiens (human),7/1197,54/8659,0.632793233627355,0.913294002182773,0.726104310846536,2067/4292/641/545/80198/29089/9894,7
